Layer 2
X	Y	Z	Top	Bot	Thick.	
647976.25	3879717	222.75	247.75	197.75	50	
648280.281	3879717	221.130005	246.130005	196.130005	50	
648584.344	3879717	210.880005	226.380005	195.380005	31	
648888.375	3879717	211.119995	227.119995	195.119995	32	
649192.406	3879717	212.880005	230.880005	194.880005	36	
649496.469	3879717	214.139999	234.139999	194.139999	40	
649800.5	3879717	214.289993	236.289993	192.289993	44	
650104.531	3879717	213.149994	239.149994	187.149994	52	
650408.594	3879717	203.279999	243.779999	162.779999	81	
650712.625	3879717	165.740005	190.740005	140.740005	50	
651016.656	3879717	151.320004	176.320007	126.32	50.0000076	
651320.719	3879717	150.460003	175.460007	125.459999	50.0000076	
651624.75	3879717	145.580002	170.580002	120.580002	50	
651928.875	3879717	73.1529999	98.1529999	48.1529999	50	
646152.031	3879338.5	226.710007	251.710007	201.710007	50	
646456.063	3879338.5	264.049995	289.049988	239.050003	49.9999847	
646760.094	3879338.5	255.779999	280.779999	230.779999	50	
647064.156	3879338.5	248.739998	273.73999	223.740005	49.9999847	
647368.188	3879338.5	242.829994	267.829987	217.830002	49.9999847	
647672.219	3879338.5	238.089996	263.089996	213.089996	50	
647976.25	3879338.5	234.339996	259.339996	209.339996	50	
648280.281	3879338.5	231.510002	256.51001	206.509995	50.0000153	
648584.344	3879338.5	229.389999	254.389999	204.389999	50	
648888.375	3879338.5	227.759995	252.759995	202.759995	50	
649192.406	3879338.5	218.059998	236.059998	200.059998	36	
649496.469	3879338.5	217.850006	235.850006	199.850006	36	
649800.5	3879338.5	218.350006	238.850006	197.850006	41	
650104.531	3879338.5	218.440002	241.940002	194.940002	47	
650408.594	3879338.5	217.589996	244.589996	190.589996	54	
650712.625	3879338.5	209.700005	247.990005	171.410004	76.5800018	
651016.656	3879338.5	166.660004	191.660004	141.660004	50	
651320.719	3879338.5	160.509995	185.509995	135.509995	50	
651624.75	3879338.5	172.779999	197.779999	147.779999	50	
651928.875	3879338.5	101.581501	126.580002	76.5830002	49.9970016	
646152.031	3878959.88	234.769997	259.769989	209.770004	49.9999847	
646456.063	3878959.88	271.720001	296.720001	246.720001	50	
646760.094	3878959.88	265.790001	290.790009	240.789993	50.0000153	
647064.156	3878959.88	260.239998	285.23999	235.240005	49.9999847	
647368.188	3878959.88	255.079994	280.079987	230.080002	49.9999847	
647672.219	3878959.88	250.359993	275.359985	225.360001	49.9999847	
647976.25	3878959.88	246.070007	271.070007	221.070007	50	
648280.281	3878959.88	242.239998	267.23999	217.240005	49.9999847	
648584.344	3878959.88	238.839996	263.839996	213.839996	50	
648888.375	3878959.88	234.350006	259.350006	209.350006	50	
649192.406	3878959.88	230.369995	255.369995	205.369995	50	
