Layer 2
X	Y	Z	Top	Bot	Thick.	
650712.625	3873660.13	278.079987	297.079987	259.079987	38	
651016.656	3873660.13	280.320007	299.820007	260.820007	39	
651320.719	3873660.13	284.179993	309.179993	259.179993	50	
651624.75	3873660.13	281.290009	306.290009	256.290009	50	
651928.875	3873660.13	282.25	307.25	257.25	50	
646152.031	3873281.5	263.809998	288.809998	238.809998	50	
646456.063	3873281.5	283.25	308.25	258.25	50	
646760.094	3873281.5	283.220001	308.220001	258.220001	50	
647064.156	3873281.5	286.480011	311.480011	261.480011	50	
647368.188	3873281.5	285.790009	310.790009	260.790009	50	
647672.219	3873281.5	284.790009	309.290009	260.290009	49	
647976.25	3873281.5	285.369995	310.869995	259.869995	51	
648280.281	3873281.5	285.98999	312.48999	259.48999	53	
648584.344	3873281.5	285.709991	312.209991	259.209991	53	
648888.375	3873281.5	283.630005	308.130005	259.130005	49	
649192.406	3873281.5	282.380005	305.380005	259.380005	46	
649496.469	3873281.5	280.089996	300.089996	260.089996	40	
649800.5	3873281.5	279.390015	297.390015	261.390015	36	
650104.531	3873281.5	279.350006	295.350006	263.350006	32	
650408.594	3873281.5	281.190002	298.690002	263.690002	35	
650712.625	3873281.5	285.095001	301.890015	268.299988	33.5900269	
651016.656	3873281.5	292.970001	317.970001	267.970001	50	
651320.719	3873281.5	289.339996	314.339996	264.339996	50	
651624.75	3873281.5	291.920013	316.920013	266.920013	50	
651928.875	3873281.5	286.410004	311.410004	261.410004	50	
646152.031	3872903	274.119995	299.119995	249.119995	50	
646456.063	3872903	282.5	307.5	257.5	50	
646760.094	3872903	296.98999	321.98999	271.98999	50	
647064.156	3872903	298.079987	323.079987	273.079987	50	
647368.188	3872903	292.579987	317.579987	267.579987	50	
647672.219	3872903	287.369995	310.869995	263.869995	47	
647976.25	3872903	286.579987	311.579987	261.579987	50	
648280.281	3872903	285.609985	310.609985	260.609985	50	
648584.344	3872903	285.220001	309.720001	260.720001	49	
648888.375	3872903	284.799988	307.799988	261.799988	46	
649192.406	3872903	283.730011	303.730011	263.730011	40	
649496.469	3872903	283.350006	300.350006	266.350006	34	
649800.5	3872903	284.540009	299.540009	269.540009	30	
650104.531	3872903	287.079987	301.079987	273.079987	28	
650408.594	3872903	290.230011	303.730011	276.730011	27	
650712.625	3872903	303.329987	328.329987	278.329987	50	
651016.656	3872903	299.559998	324.559998	274.559998	50	
651320.719	3872903	297.73999	322.73999	272.73999	50	
651624.75	3872903	296.679993	321.679993	271.679993	50	
651928.875	3872903	292.779999	317.779999	267.779999	50	
646152.031	3872524.5	288.209991	313.209991	263.209991	50	
646456.063	3872524.5	278.390007	303.390015	253.389999	50.0000153	
646760.094	3872524.5	297.700012	322.700012	272.700012	50	
647064.156	3872524.5	312.5	337.5	287.5	50	
647368.188	3872524.5	294.229996	311.929993	276.529999	35.3999939	
647672.219	3872524.5	290.100006	311.100006	269.100006	42	
647976.25	3872524.5	288.579987	312.579987	264.579987	48	
648280.281	3872524.5	287.73999	312.73999	262.73999	50	
648584.344	3872524.5	288.070007	313.070007	263.070007	50	
648888.375	3872524.5	287.730011	310.230011	265.230011	45	
649192.406	3872524.5	287.799988	306.799988	268.799988	38	
649496.469	3872524.5	288.339996	303.339996	273.339996	30	
649800.5	3872524.5	289.779999	301.279999	278.279999	23	
650104.531	3872524.5	294.019989	304.519989	283.519989	21	
650408.594	3872524.5	312.320007	337.320007	287.320007	50	
650712.625	3872524.5	313.529999	338.529999	288.529999	50	
651016.656	3872524.5	311.26001	336.26001	286.26001	50	
651320.719	3872524.5	307.26001	332.26001	282.26001	50	
651624.75	3872524.5	310.170013	335.170013	285.170013	50	
651928.875	3872524.5	289.51001	314.51001	264.51001	50	
646152.031	3872146	295.119995	320.119995	270.119995	50	
646456.063	3872146	294.799988	319.799988	269.799988	50	
646760.094	3872146	290.470001	315.470001	265.470001	50	
647064.156	3872146	298.859985	323.859985	273.859985	50	
647368.188	3872146	301.660004	316.910004	286.410004	30.5	
647672.219	3872146	295.450012	314.950012	275.950012	39	
647976.25	3872146	292.899994	316.899994	268.899994	48	
648280.281	3872146	291.98999	317.98999	265.98999	52	
648584.344	3872146	291.399994	316.399994	266.399994	50	
648888.375	3872146	292.070007	314.570007	269.570007	45	
649192.406	3872146	292.76001	310.76001	274.76001	36	
649496.469	3872146	295.220001	309.220001	281.220001	28	
649800.5	3872146	313.179993	338.179993	288.179993	50	
650104.531	3872146	318.459991	343.459991	293.459991	50	
650408.594	3872146	325.179993	350.179993	300.179993	50	
650712.625	3872146	324.399994	349.399994	299.399994	50	
651016.656	3872146	319.940002	344.940002	294.940002	50	
651320.719	3872146	322.709991	347.709991	297.709991	50	
651624.75	3872146	316.040009	341.040009	291.040009	50	
651928.875	3872146	277.459999	302.459991	252.460007	49.9999847	
646152.031	3871767.38	310.619995	335.619995	285.619995	50	
646456.063	3871767.38	306.940002	331.940002	281.940002	50	
646760.094	3871767.38	304.290009	329.290009	279.290009	50	
647064.156	3871767.38	309.5	334.5	284.5	50	
647368.188	3871767.38	304.209991	321.709991	286.709991	35	
647672.219	3871767.38	302.420013	320.420013	284.420013	36	
647976.25	3871767.38	296.589996	318.589996	274.589996	44	
648280.281	3871767.38	294.959991	319.459991	270.459991	49	
648584.344	3871767.38	293.399994	315.899994	270.899994	45	
648888.375	3871767.38	294.549988	314.049988	275.049988	39	
649192.406	3871767.38	298.839996	315.839996	281.839996	34	
649496.469	3871767.38	303.220001	316.220001	290.220001	26	
649800.5	3871767.38	307.290009	317.790009	296.790009	21	
650104.531	3871767.38	311.160004	319.160004	303.160004	16	
650408.594	3871767.38	334.519989	359.519989	309.519989	50	
650712.625	3871767.38	337.670013	362.670013	312.670013	50	
651016.656	3871767.38	332.910004	357.910004	307.910004	50	
651320.719	3871767.38	333.859985	358.859985	308.859985	50	
651624.75	3871767.38	320.350006	345.350006	295.350006	50	
651928.875	3871767.38	270.609993	295.609985	245.610001	49.9999847	
646152.031	3871388.75	321.119995	346.119995	296.119995	50	
646456.063	3871388.75	314.559998	339.559998	289.559998	50	
646760.094	3871388.75	314.579987	339.579987	289.579987	50	
647064.156	3871388.75	310.420013	328.420013	292.420013	36	
647368.188	3871388.75	309.380005	326.380005	292.380005	34	
647672.219	3871388.75	308.480011	323.980011	292.980011	31	
647976.25	3871388.75	301.910004	322.410004	281.410004	41	
648280.281	3871388.75	298.089996	320.089996	276.089996	44	
648584.344	3871388.75	298.079987	319.579987	276.579987	43	
648888.375	3871388.75	300.269989	318.769989	281.769989	37	
649192.406	3871388.75	303.26001	316.26001	290.26001	26	
649496.469	3871388.75	309.140015	317.640015	300.640015	17	
649800.5	3871388.75	310.269989	319.269989	301.269989	18	
650104.531	3871388.75	312.709991	320.209991	305.209991	15	
650408.594	3871388.75	316.579987	322.079987	311.079987	11	
650712.625	3871388.75	321.309998	324.309998	318.309998	6	
651016.656	3871388.75	321.470001	326.470001	316.470001	10	
651320.719	3871388.75	322.959991	327.459991	318.459991	9	
651624.75	3871388.75	324.799988	349.799988	299.799988	50	
651928.875	3871388.75	287.399994	312.399994	262.399994	50	
646152.031	3871010.25	336.799988	361.799988	311.799988	50	
646456.063	3871010.25	334.160004	359.160004	309.160004	50	
646760.094	3871010.25	327.619995	352.619995	302.619995	50	
647064.156	3871010.25	316.179993	334.179993	298.179993	36	
647368.188	3871010.25	312.839996	329.339996	296.339996	33	
647672.219	3871010.25	312.579987	326.579987	298.579987	28	
647976.25	3871010.25	306.859985	324.859985	288.859985	36	
648280.281	3871010.25	303.029999	323.529999	282.529999	41	
648584.344	3871010.25	302.730011	322.230011	283.230011	39	
648888.375	3871010.25	305.649994	321.649994	289.649994	32	
649192.406	3871010.25	310.01001	320.01001	300.01001	20	
649496.469	3871010.25	312.690002	321.690002	303.690002	18	
649800.5	3871010.25	314.25	323.75	304.75	19	
650104.531	3871010.25	315.390015	325.390015	305.390015	20	
650408.594	3871010.25	317.470001	326.470001	308.470001	18	
650712.625	3871010.25	318.920013	329.920013	307.920013	22	
651016.656	3871010.25	319.700012	331.200012	308.200012	23	
651320.719	3871010.25	322.220001	333.220001	311.220001	22	
651624.75	3871010.25	313.670013	334.170013	293.170013	41	
651928.875	3871010.25	304.709991	329.709991	279.709991	50	
646152.031	3870631.75	359.820007	384.820007	334.820007	50	
646456.063	3870631.75	348.470001	373.470001	323.470001	50	
646760.094	3870631.75	336.769989	361.769989	311.769989	50	
647064.156	3870631.75	321.709991	339.209991	304.209991	35	
647368.188	3870631.75	320.209991	335.709991	304.709991	31	
647672.219	3870631.75	319.25	331.25	307.25	24	
647976.25	3870631.75	312.570007	328.570007	296.570007	32	
648280.281	3870631.75	308.040009	326.540009	289.540009	37	
648584.344	3870631.75	308.320007	325.820007	290.820007	35	
648888.375	3870631.75	312.75	326.75	298.75	28	
649192.406	3870631.75	317.630005	327.130005	308.130005	19	
649496.469	3870631.75	320.660004	330.660004	310.660004	20	
649800.5	3870631.75	326.440002	333.940002	318.940002	15	
650104.531	3870631.75	323.140015	334.640015	311.640015	23	
650408.594	3870631.75	322.959991	335.959991	309.959991	26	
650712.625	3870631.75	324.459991	337.459991	311.459991	26	
651016.656	3870631.75	324.649994	338.149994	311.149994	27	
651320.719	3870631.75	325.98999	339.48999	312.48999	27	
651624.75	3870631.75	318.01001	341.01001	295.01001	46	
651928.875	3870631.75	330.459991	355.459991	305.459991	50	
646152.031	3870253.25	372.049988	397.049988	347.049988	50	
646456.063	3870253.25	358.690002	383.690002	333.690002	50	
646760.094	3870253.25	333.26001	347.26001	319.26001	28	
647064.156	3870253.25	326.769989	343.769989	309.769989	34	
647368.188	3870253.25	326.660004	339.660004	313.660004	26	
647672.219	3870253.25	324.380005	334.880005	313.880005	21	
647976.25	3870253.25	317.799988	331.799988	303.799988	28	
648280.281	3870253.25	313.079987	329.579987	296.579987	33	
648584.344	3870253.25	314.880005	330.880005	298.880005	32	
648888.375	3870253.25	320.730011	332.730011	308.730011	24	
649192.406	3870253.25	324.339996	334.339996	314.339996	20	
649496.469	3870253.25	327.390015	338.890015	315.890015	23	
649800.5	3870253.25	332.109985	342.609985	321.609985	21	
650104.531	3870253.25	332.660004	346.660004	318.660004	28	
650408.594	3870253.25	334.690002	347.190002	322.190002	25	
650712.625	3870253.25	334.48999	347.98999	320.98999	27	
651016.656	3870253.25	332.619995	344.119995	321.119995	23	
651320.719	3870253.25	335.079987	346.079987	324.079987	22	
651624.75	3870253.25	326.029999	346.029999	306.029999	40	
651928.875	3870253.25	332.670013	347.170013	318.170013	29	
646152.031	3869874.63	382.359985	407.359985	357.359985	50	
646456.063	3869874.63	371.589996	396.589996	346.589996	50	
646760.094	3869874.63	339.730011	352.230011	327.230011	25	
647064.156	3869874.63	332.100006	348.100006	316.100006	32	
647368.188	3869874.63	333.809998	344.809998	322.809998	22	
647672.219	3869874.63	331.709991	342.709991	320.709991	22	
647976.25	3869874.63	325.079987	340.579987	309.579987	31	
648280.281	3869874.63	321.470001	339.970001	302.970001	37	
648584.344	3869874.63	323.399994	339.899994	306.899994	33	
648888.375	3869874.63	329.799988	340.299988	319.299988	21	
649192.406	3869874.63	334.779999	345.279999	324.279999	21	
649496.469	3869874.63	338.850006	350.850006	326.850006	24	
649800.5	3869874.63	341.890015	355.890015	327.890015	28	
650104.531	3869874.63	344.450012	359.450012	329.450012	30	
650408.594	3869874.63	345.720001	355.720001	335.720001	20	
650712.625	3869874.63	346.910004	354.410004	339.410004	15	
651016.656	3869874.63	344.559998	353.559998	335.559998	18	
651320.719	3869874.63	347.299988	354.799988	339.799988	15	
651624.75	3869874.63	339.850006	353.350006	326.350006	27	
651928.875	3869874.63	340.660004	353.660004	327.660004	26	
646152.031	3869496	386.5	411.5	361.5	50	
646456.063	3869496	371.910004	396.910004	346.910004	50	
646760.094	3869496	343.190002	357.690002	328.690002	29	
647064.156	3869496	337.950012	354.450012	321.450012	33	
647368.188	3869496	338.600006	351.100006	326.100006	25	
647672.219	3869496	339.570007	349.070007	330.070007	19	
647976.25	3869496	331.390015	349.890015	312.890015	37	
648280.281	3869496	328.290009	348.790009	307.790009	41	
648584.344	3869496	332.369995	350.369995	314.369995	36	
648888.375	3869496	341.130005	352.130005	330.130005	22	
649192.406	3869496	343.519989	354.019989	333.019989	21	
649496.469	3869496	348.01001	360.51001	335.51001	25	
649800.5	3869496	351.98999	367.48999	336.48999	31	
650104.531	3869496	358.700012	372.200012	345.200012	27	
650408.594	3869496	359.959991	368.959991	350.959991	18	
650712.625	3869496	355.459991	363.459991	347.459991	16	
651016.656	3869496	354.720001	362.720001	346.720001	16	
651320.719	3869496	351.670013	360.170013	343.170013	17	
651624.75	3869496	345.369995	359.369995	331.369995	28	
651928.875	3869496	343.559998	360.059998	327.059998	33	
646152.031	3869117.5	381.880005	406.880005	356.880005	50	
646456.063	3869117.5	355.720001	364.220001	347.220001	17	
646760.094	3869117.5	346.079987	360.079987	332.079987	28	
647064.156	3869117.5	344.48999	358.48999	330.48999	28	
647368.188	3869117.5	343.980011	356.480011	331.480011	25	
647672.219	3869117.5	343.390015	355.390015	331.390015	24	
647976.25	3869117.5	333.75	354.75	312.75	42	
648280.281	3869117.5	332.23999	354.23999	310.23999	44	
648584.344	3869117.5	337.850006	355.350006	320.350006	35	
648888.375	3869117.5	349.299988	358.299988	340.299988	18	
649192.406	3869117.5	353.299988	362.299988	344.299988	18	
649496.469	3869117.5	358.559998	370.559998	346.559998	24	
649800.5	3869117.5	359.119995	377.119995	341.119995	36	
650104.531	3869117.5	370.980011	383.980011	357.980011	26	
650408.594	3869117.5	369.179993	375.679993	362.679993	13	
650712.625	3869117.5	363.350006	372.850006	353.850006	19	
651016.656	3869117.5	363.980011	370.480011	357.480011	13	
651320.719	3869117.5	361.26001	368.26001	354.26001	14	
651624.75	3869117.5	354.100006	367.100006	341.100006	26	
651928.875	3869117.5	344.230011	366.230011	322.230011	44	
646152.031	3868739	372.070007	397.070007	347.070007	50	
646456.063	3868739	355.429993	370.429993	340.429993	30	
646760.094	3868739	353.679993	367.179993	340.179993	27	
647064.156	3868739	351.98999	364.48999	339.48999	25	
647368.188	3868739	350.839996	362.339996	339.339996	23	
647672.219	3868739	342.920013	361.920013	323.920013	38	
647976.25	3868739	334.040009	360.040009	308.040009	52	
648280.281	3868739	334.839996	360.339996	309.339996	51	
648584.344	3868739	343.450012	362.950012	323.950012	39	
648888.375	3868739	357.049988	365.049988	349.049988	16	
649192.406	3868739	367.670013	371.670013	363.670013	8	
649496.469	3868739	369.529999	377.029999	362.029999	15	
649800.5	3868739	371.029999	384.029999	358.029999	26	
650104.531	3868739	371.940002	388.440002	355.440002	33	
650408.594	3868739	374.140015	384.640015	363.640015	21	
650712.625	3868739	374.320007	382.820007	365.820007	17	
651016.656	3868739	373.26001	379.26001	367.26001	12	
651320.719	3868739	372	377	367	10	
651624.75	3868739	365.829987	374.329987	357.329987	17	
651928.875	3868739	356.339996	373.839996	338.839996	35	
646152.031	3868360.5	362.799988	378.799988	346.799988	32	
646456.063	3868360.5	360.049988	374.049988	346.049988	28	
646760.094	3868360.5	358.399994	371.399994	345.399994	26	
647064.156	3868360.5	358.23999	368.73999	347.73999	21	
647368.188	3868360.5	353.48999	366.48999	340.48999	26	
647672.219	3868360.5	337.670013	366.670013	308.670013	58	
647976.25	3868360.5	331.309998	365.809998	296.809998	69	
648280.281	3868360.5	334.220001	365.220001	303.220001	62	
648584.344	3868360.5	346.299988	368.799988	323.799988	45	
648888.375	3868360.5	364.23999	373.23999	355.23999	18	
649192.406	3868360.5	366.660004	381.660004	351.660004	30	
649496.469	3868360.5	381.420013	388.920013	373.920013	15	
649800.5	3868360.5	382.089996	393.589996	370.589996	23	
650104.531	3868360.5	380.609985	397.609985	363.609985	34	
650408.594	3868360.5	384.23999	396.73999	371.73999	25	
650712.625	3868360.5	388.179993	393.179993	383.179993	10	
651016.656	3868360.5	385.450012	390.450012	380.450012	10	
651320.719	3868360.5	378.369995	385.869995	370.869995	15	
651624.75	3868360.5	373.119995	380.619995	365.619995	15	
651928.875	3868360.5	365.700012	379.700012	351.700012	28	
646152.031	3867981.88	367.98999	384.48999	351.48999	33	
646456.063	3867981.88	367.209991	379.209991	355.209991	24	
646760.094	3867981.88	365.309998	375.309998	355.309998	20	
647064.156	3867981.88	365.23999	372.73999	357.73999	15	
647368.188	3867981.88	341.019989	371.519989	310.519989	61	
647672.219	3867981.88	327.019989	370.519989	283.519989	87	
647976.25	3867981.88	323.98999	370.48999	277.48999	93	
648280.281	3867981.88	331.570007	372.570007	290.570007	82	
648584.344	3867981.88	346.869995	375.369995	318.369995	57	
648888.375	3867981.88	369.880005	382.380005	357.380005	25	
649192.406	3867981.88	388.670013	393.670013	383.670013	10	
649496.469	3867981.88	394.410004	400.910004	387.910004	13	
649800.5	3867981.88	396.730011	406.230011	387.230011	19	
650104.531	3867981.88	398.25	409.75	386.75	23	
650408.594	3867981.88	395.309998	412.309998	378.309998	34	
650712.625	3867981.88	400.5	409	392	17	
651016.656	3867981.88	401.540009	405.540009	397.540009	8	
651320.719	3867981.88	393.040009	397.040009	389.040009	8	
651624.75	3867981.88	380.940002	389.940002	371.940002	18	
651928.875	3867981.88	361.549988	386.049988	337.049988	49	
646152.031	3867603.25	372.670013	387.170013	358.170013	29	
646456.063	3867603.25	373.350006	383.850006	362.850006	21	
646760.094	3867603.25	371.940002	380.440002	363.440002	17	
647064.156	3867603.25	346.589996	377.589996	315.589996	62	
647368.188	3867603.25	322.980011	377.480011	268.480011	109	
647672.219	3867603.25	312.429993	376.929993	247.929993	129	
647976.25	3867603.25	313.799995	378.299988	249.300003	128.999985	
648280.281	3867603.25	325.98999	381.48999	270.48999	111	
648584.344	3867603.25	346.75	386.75	306.75	80	
648888.375	3867603.25	374.5	394.5	354.5	40	
649192.406	3867603.25	394.130005	402.130005	386.130005	16	
649496.469	3867603.25	406.529999	410.529999	402.529999	8	
649800.5	3867603.25	411.679993	416.179993	407.179993	9	
650104.531	3867603.25	414.790009	421.290009	408.290009	13	
650408.594	3867603.25	407.329987	423.329987	391.329987	32	
650712.625	3867603.25	416.390015	425.390015	407.390015	18	
651016.656	3867603.25	415.980011	419.980011	411.980011	8	
651320.719	3867603.25	408.910004	409.410004	408.410004	1	
651624.75	3867603.25	386.570007	399.570007	373.570007	26	
651928.875	3867603.25	364.019989	394.019989	334.019989	60	
646152.031	3867287	377.350006	390.850006	363.850006	27	
646456.063	3867287	378.029999	387.029999	369.029999	18	
646760.094	3867287	378.059998	384.059998	372.059998	12	
647064.156	3867287	373.059998	382.559998	363.559998	19	
647368.188	3867287	361.399994	381.399994	341.399994	40	
647672.219	3867287	358.829987	383.829987	333.829987	50	
647976.25	3867287	362.679993	387.679993	337.679993	50	
648280.281	3867287	371.950012	392.450012	351.450012	41	
648584.344	3867287	386.660004	400.660004	372.660004	28	
648888.375	3867287	402.600006	405.600006	399.600006	6	
649192.406	3867287	406.76001	413.26001	400.26001	13	
649496.469	3867287	415.019989	420.019989	410.019989	10	
649800.5	3867287	419.850006	424.850006	414.850006	10	
650104.531	3867287	423.209991	430.709991	415.709991	15	
650408.594	3867287	419.700012	433.200012	406.200012	27	
650712.625	3867287	423.359985	432.859985	413.859985	19	
651016.656	3867287	418.190002	425.190002	411.190002	14	
651320.719	3867287	411.769989	415.769989	407.769989	8	
651624.75	3867287	393.420013	404.920013	381.920013	23	
651928.875	3867287	383.299988	399.299988	367.299988	32	
Layer 1
X	Y	Z	Top	Bot	Thick.	
646152.031	3881974.88	185.889999	186.389999	185.389999	1	
646456.063	3881974.88	137.539993	138.039993	137.039993	1	
646760.094	3881974.88	150.050003	150.550003	149.550003	1	
647064.156	3881974.88	174.32	181.899994	166.740005	15.1599884	
647368.188	3881974.88	208.365005	210.770004	205.960007	4.80999756	
647672.219	3881974.88	209.439995	212.979996	205.899994	7.08000183	
647976.25	3881974.88	212.889999	217.179993	208.600006	8.57998657	
648280.281	3881974.88	140.294998	170.559998	110.029999	60.5299988	
648584.344	3881974.88	134.797501	174.380005	95.2149963	79.1650085	
648888.375	3881974.88	120.526501	160.910004	80.1429977	80.7670059	
649192.406	3881974.88	108.429497	152.039993	64.8190002	87.220993	
649496.469	3881974.88	102.470499	155.699997	49.2410011	106.458996	
649800.5	3881974.88	97.7859993	162.169998	33.4020004	128.767998	
650104.531	3881974.88	97.729497	178.149994	17.309	160.840994	
650408.594	3881974.88	108.757164	216.570007	0.944320023	215.625687	
650712.625	3881974.88	101.629501	218.940002	-15.6809998	234.621002	
651016.656	3881974.88	95.9945011	224.580002	-32.5909996	257.171001	
651320.719	3881974.88	86.3494968	222.039993	-49.3409996	271.380993	
651624.75	3881974.88	80.2615013	222.330002	-61.8069992	284.137001	
651928.875	3881974.88	69.7884979	204.089996	-64.5130005	268.602997	
646152.031	3881590.13	186.509995	187.009995	186.009995	1	
646456.063	3881590.13	147.720001	148.220001	147.220001	1	
646760.094	3881590.13	146.690002	147.190002	146.190002	1	
647064.156	3881590.13	209.880005	215.410004	204.350006	11.0599976	
647368.188	3881590.13	207.435005	210.820007	204.050003	6.77000427	
647672.219	3881590.13	208.355003	212.389999	204.320007	8.06999207	
647976.25	3881590.13	212.005005	217.710007	206.300003	11.4100037	
648280.281	3881590.13	217.794998	222.669998	212.919998	9.75	
648584.344	3881590.13	179.860001	207.449997	152.270004	55.1799927	
648888.375	3881590.13	157.57	175.830002	139.309998	36.5200043	
649192.406	3881590.13	138.579998	152.119995	125.040001	27.0799942	
649496.469	3881590.13	128.599998	147.779999	109.419998	38.3600006	
649800.5	3881590.13	125.358501	158.360001	92.3570023	66.0029984	
650104.531	3881590.13	124.213001	174.610001	73.8160019	100.793999	
650408.594	3881590.13	124.726	195.860001	53.5919991	142.268002	
650712.625	3881590.13	110.130503	188.630005	31.6310005	156.999004	
651016.656	3881590.13	101.451949	195.309998	7.5939002	187.716097	
651320.719	3881590.13	102.911504	224.460007	-18.6369991	243.097006	
651624.75	3881590.13	99.3380013	246.050003	-47.3740005	293.424004	
651928.875	3881590.13	88.6049995	244.360001	-67.1500015	311.510002	
646152.031	3881231.25	185.389999	185.889999	184.889999	1	
646456.063	3881231.25	206.970001	207.470001	206.470001	1	
646760.094	3881231.25	167.389999	167.889999	166.889999	1	
647064.156	3881231.25	210.899994	215.899994	205.899994	10	
647368.188	3881231.25	208.210007	212.210007	204.210007	8	
647672.219	3881231.25	209.099998	213.539993	204.660004	8.87998962	
647976.25	3881231.25	212.295006	216.460007	208.130005	8.33000183	
648280.281	3881231.25	218.43	223.330002	213.529999	9.80000305	
648584.344	3881231.25	227.25	227.75	226.75	1	
648888.375	3881231.25	204.979996	205.479996	204.479996	1	
649192.406	3881231.25	163.270004	163.770004	162.770004	1	
649496.469	3881231.25	152.470001	152.970001	151.970001	1	
649800.5	3881231.25	155.5	156	155	1	
650104.531	3881231.25	157.889999	158.389999	157.389999	1	
650408.594	3881231.25	173.460007	173.960007	172.960007	1	
650712.625	3881231.25	189.184998	208.929993	169.440002	39.4899902	
651016.656	3881231.25	172.82	213.520004	132.119995	81.4000092	
651320.719	3881231.25	150.9035	217.479996	84.3270035	133.152992	
651624.75	3881231.25	127.185	229.75	24.6200008	205.129999	
651928.875	3881231.25	111.037994	262.48999	-40.4140015	302.903992	
646152.031	3880852.63	218.910004	219.410004	218.410004	1	
646456.063	3880852.63	221.580002	222.080002	221.080002	1	
646760.094	3880852.63	222.789993	223.289993	222.289993	1	
647064.156	3880852.63	207.529999	208.029999	207.029999	1	
647368.188	3880852.63	211.619995	216.619995	206.619995	10	
647672.219	3880852.63	211.949997	217.949997	205.949997	12	
647976.25	3880852.63	214.464996	219.149994	209.779999	9.36999512	
648280.281	3880852.63	218.610001	224.119995	213.100006	11.019989	
648584.344	3880852.63	223.730003	228.610001	218.850006	9.75999451	
648888.375	3880852.63	226.605003	232.070007	221.139999	10.9300079	
649192.406	3880852.63	211.210007	211.710007	210.710007	1	
649496.469	3880852.63	175.660004	176.160004	175.160004	1	
649800.5	3880852.63	165.139999	165.639999	164.639999	1	
650104.531	3880852.63	160.320007	160.820007	159.820007	1	
650408.594	3880852.63	163.850006	164.350006	163.350006	1	
650712.625	3880852.63	174.229996	174.729996	173.729996	1	
651016.656	3880852.63	174.599998	195.800003	153.399994	42.4000092	
651320.719	3880852.63	165.880001	217.360001	114.400002	102.959999	
651624.75	3880852.63	152.333	239.580002	65.0859985	174.494003	
651928.875	3880852.63	112.807052	228.050003	-2.43589997	230.485903	
646152.031	3880474	226.929993	227.429993	226.429993	1	
646456.063	3880474	239.559998	240.059998	239.059998	1	
646760.094	3880474	234.119995	234.619995	233.619995	1	
647064.156	3880474	228.410004	228.910004	227.910004	1	
647368.188	3880474	231.834999	233.490005	230.179993	3.31001282	
647672.219	3880474	216.470001	222.669998	210.270004	12.3999939	
647976.25	3880474	218.459999	226.660004	210.259995	16.4000092	
648280.281	3880474	220.07	227.429993	212.710007	14.719986	
648584.344	3880474	224.525002	231.139999	217.910004	13.2299957	
648888.375	3880474	229.315002	236.5	222.130005	14.3699951	
649192.406	3880474	233.190002	239.830002	226.550003	13.2799988	
649496.469	3880474	232.820007	233.320007	232.320007	1	
649800.5	3880474	207.619995	208.119995	207.119995	1	
650104.531	3880474	177.630005	178.130005	177.130005	1	
650408.594	3880474	166.419998	166.919998	165.919998	1	
650712.625	3880474	167.240005	167.740005	166.740005	1	
651016.656	3880474	175.25	176.279999	174.220001	2.05999756	
651320.719	3880474	164.970001	186.710007	143.229996	43.480011	
651624.75	3880474	147.034996	190.509995	103.559998	86.9499969	
651928.875	3880474	116.687496	199.929993	33.4449997	166.484993	
646152.031	3880095.5	246.739998	257	236.479996	20.5200043	
646456.063	3880095.5	252.809998	253.309998	252.309998	1	
646760.094	3880095.5	243.130005	243.630005	242.630005	1	
647064.156	3880095.5	241.169998	241.669998	240.669998	1	
647368.188	3880095.5	246.004997	249.860001	242.149994	7.71000671	
647672.219	3880095.5	240.875	243.009995	238.740005	4.26998901	
647976.25	3880095.5	226.014999	234.929993	217.100006	17.8299866	
648280.281	3880095.5	227.105003	235.300003	218.910004	16.3899994	
648584.344	3880095.5	228.57	236.529999	220.610001	15.9199982	
648888.375	3880095.5	230.574997	237.509995	223.639999	13.8699951	
649192.406	3880095.5	233.620003	240.880005	226.360001	14.5200043	
649496.469	3880095.5	236.900002	242.740005	231.059998	11.6800079	
649800.5	3880095.5	242.360001	249.360001	235.360001	14	
650104.531	3880095.5	197.479996	197.979996	196.979996	1	
650408.594	3880095.5	181.889999	182.389999	181.389999	1	
650712.625	3880095.5	175.309998	175.809998	174.809998	1	
651016.656	3880095.5	176.710007	177.210007	176.210007	1	
651320.719	3880095.5	171.704994	173.539993	169.869995	3.66999817	
651624.75	3880095.5	157.739998	176.440002	139.039993	37.4000092	
651928.875	3880095.5	126.411503	185.770004	67.0530014	118.717003	
646152.031	3879717	263.650002	283.339996	243.960007	39.3799896	
646456.063	3879717	267.559998	268.059998	267.059998	1	
646760.094	3879717	268.450012	268.950012	267.950012	1	
647064.156	3879717	256.309998	256.809998	255.809998	1	
647368.188	3879717	256.320007	257.670013	254.970001	2.70001221	
647672.219	3879717	252.845001	255.050003	250.639999	4.41000366	
647976.25	3879717	254.660004	261.570007	247.75	13.8200073	
648280.281	3879717	254.445007	262.76001	246.130005	16.6300049	
648584.344	3879717	233.425003	240.470001	226.380005	14.0899963	
648888.375	3879717	234.439995	241.759995	227.119995	14.6399994	
649192.406	3879717	236.440002	242	230.880005	11.1199951	
649496.469	3879717	240	245.860001	234.139999	11.7200012	
649800.5	3879717	242.644997	249	236.289993	12.7100067	
650104.531	3879717	246.149994	253.149994	239.149994	14	
650408.594	3879717	249.779999	255.779999	243.779999	12	
