Layer 2
X	Y	Z	Ss	Sy	PorEff.	PorTot.	
650104.531	3874795.75	259.119995	0.294888291	0.294888291	0.331764652	0.378295821	
650408.594	3874795.75	257.869995	0.3	0.3	0.34	0.38	
650712.625	3874795.75	260.529999	0.3	0.3	0.34	0.38	
651016.656	3874795.75	263.279999	0.3	0.3	0.34	0.38	
651320.719	3874795.75	272.160004	0.3	0.3	0.34	0.38	
651624.75	3874795.75	267.010002	0.3	0.3	0.34	0.38	
651928.875	3874795.75	266.940002	0.299612458	0.299612458	0.339378898	0.379815906	
646152.031	3874417.25	255.899994	0.299915993	0.299915993	0.339864814	0.379967947	
646456.063	3874417.25	246.859993	0.3	0.3	0.34	0.38	
646760.094	3874417.25	259.809998	0.3	0.3	0.34	0.38	
647064.156	3874417.25	267.649994	0.3	0.3	0.34	0.38	
647368.188	3874417.25	275.019997	0.3	0.3	0.34	0.38	
647672.219	3874417.25	281.290009	0.289724011	0.289724011	0.323444833	0.37657467	
647976.25	3874417.25	280.850006	0.215784667	0.215784667	0.204319915	0.351928141	
648280.281	3874417.25	280.309998	0.125857142	0.125857142	0.0594365542	0.321952518	
648584.344	3874417.25	278.170013	0.133204893	0.133204893	0.071274953	0.324401926	
648888.375	3874417.25	275.279999	0.220214256	0.220214256	0.211456804	0.353405023	
649192.406	3874417.25	271.079994	0.235391507	0.235391507	0.235908226	0.358463534	
649496.469	3874417.25	267.899994	0.298759441	0.298759441	0.338001978	0.379586393	
649800.5	3874417.25	266.489998	0.3	0.3	0.34	0.38	
650104.531	3874417.25	265.240005	0.3	0.3	0.34	0.38	
650408.594	3874417.25	264.140007	0.3	0.3	0.34	0.38	
650712.625	3874417.25	266.739998	0.3	0.3	0.34	0.38	
651016.656	3874417.25	270.869995	0.3	0.3	0.34	0.38	
651320.719	3874417.25	277.959999	0.3	0.3	0.34	0.38	
651624.75	3874417.25	269.829994	0.3	0.3	0.34	0.38	
651928.875	3874417.25	273.140007	0.299614699	0.299614699	0.339382951	0.37981729	
646152.031	3874038.75	266.390007	0.299906431	0.299906431	0.339849514	0.379964567	
646456.063	3874038.75	256.829994	0.3	0.3	0.34	0.38	
646760.094	3874038.75	265.230003	0.3	0.3	0.34	0.38	
647064.156	3874038.75	269.220001	0.3	0.3	0.34	0.38	
647368.188	3874038.75	279.829994	0.3	0.3	0.34	0.38	
647672.219	3874038.75	283.640015	0.27496851	0.27496851	0.299671848	0.371656361	
647976.25	3874038.75	281.869995	0.129306163	0.129306163	0.0649939339	0.323102185	
648280.281	3874038.75	281.160004	0.131506078	0.131506078	0.0685376335	0.323835311	
648584.344	3874038.75	280.51001	0.195580837	0.195580837	0.171768802	0.345193563	
648888.375	3874038.75	278.350006	0.203188518	0.203188518	0.184025874	0.34772957	
649192.406	3874038.75	275.239998	0.216853214	0.216853214	0.206041547	0.352284249	
649496.469	3874038.75	272.25	0.298030005	0.298030005	0.336826413	0.379343452	
649800.5	3874038.75	268.959999	0.3	0.3	0.34	0.38	
650104.531	3874038.75	267.359993	0.3	0.3	0.34	0.38	
650408.594	3874038.75	268.470001	0.3	0.3	0.34	0.38	
650712.625	3874038.75	271.029999	0.3	0.3	0.34	0.38	
651016.656	3874038.75	274.899994	0.3	0.3	0.34	0.38	
651320.719	3874038.75	277.790001	0.3	0.3	0.34	0.38	
651624.75	3874038.75	276.579994	0.3	0.3	0.34	0.38	
651928.875	3874038.75	276.730003	0.299319355	0.299319355	0.338907036	0.379719035	
646152.031	3873660.13	264.769997	0.299896865	0.299896865	0.339834209	0.379961071	
646456.063	3873660.13	270.600006	0.3	0.3	0.34	0.38	
646760.094	3873660.13	274.369995	0.3	0.3	0.34	0.38	
647064.156	3873660.13	278.579994	0.3	0.3	0.34	0.38	
647368.188	3873660.13	281.75	0.3	0.3	0.34	0.38	
647672.219	3873660.13	282.730011	0.272760096	0.272760096	0.296113976	0.367399659	
647976.25	3873660.13	283.119995	0.129507669	0.129507669	0.0653174591	0.301337638	
648280.281	3873660.13	283.480011	0.133136188	0.133136188	0.0711639772	0.30121931	
648584.344	3873660.13	282.089996	0.202975175	0.202975175	0.183682212	0.327699673	
648888.375	3873660.13	280.25	0.208166521	0.208166521	0.192045981	0.347714098	
649192.406	3873660.13	278.299995	0.221313174	0.221313174	0.213226623	0.35377104	
649496.469	3873660.13	275.630005	0.294168858	0.294168858	0.330605001	0.378056064	
649800.5	3873660.13	274.589996	0.3	0.3	0.34	0.38	
650104.531	3873660.13	275.489998	0.3	0.3	0.34	0.38	
650408.594	3873660.13	276.119995	0.3	0.3	0.34	0.38	
650712.625	3873660.13	278.079987	0.289592305	0.289592305	0.323232878	0.376530506	
651016.656	3873660.13	280.320007	0.234869621	0.234869621	0.23506803	0.358290143	
651320.719	3873660.13	284.179993	0.294916184	0.294916184	0.33180935	0.378305429	
651624.75	3873660.13	281.290009	0.3	0.3	0.34	0.38	
651928.875	3873660.13	282.25	0.297999321	0.297999321	0.336779889	0.379279331	
646152.031	3873281.5	263.809998	0.299887299	0.299887299	0.339818903	0.379957244	
646456.063	3873281.5	283.25	0.3	0.3	0.34	0.38	
646760.094	3873281.5	283.220001	0.3	0.3	0.34	0.38	
647064.156	3873281.5	286.480011	0.3	0.3	0.34	0.38	
647368.188	3873281.5	285.790009	0.3	0.3	0.34	0.38	
647672.219	3873281.5	284.790009	0.273141266	0.273141266	0.296727712	0.363585992	
647976.25	3873281.5	285.369995	0.130835017	0.130835017	0.0674564916	0.27662174	
648280.281	3873281.5	285.98999	0.120095337	0.120095337	0.0501535894	0.270058247	
648584.344	3873281.5	285.709991	0.12	0.12	0.05	0.274015589	
648888.375	3873281.5	283.630005	0.130611276	0.130611276	0.0670958872	0.303812708	
649192.406	3873281.5	282.380005	0.204379182	0.204379182	0.185944477	0.3466948	
649496.469	3873281.5	280.089996	0.293335914	0.293335914	0.329263329	0.377778375	
649800.5	3873281.5	279.390015	0.3	0.3	0.34	0.38	
650104.531	3873281.5	279.350006	0.3	0.3	0.34	0.38	
650408.594	3873281.5	281.190002	0.3	0.3	0.34	0.38	
650712.625	3873281.5	285.095001	0.287250612	0.287250612	0.319459889	0.375750515	
651016.656	3873281.5	292.970001	0.219263857	0.219263857	0.20992561	0.353087633	
651320.719	3873281.5	289.339996	0.293741533	0.293741533	0.329917128	0.377913885	
651624.75	3873281.5	291.920013	0.3	0.3	0.34	0.38	
651928.875	3873281.5	286.410004	0.295574716	0.295574716	0.332873481	0.378472271	
646152.031	3872903	274.119995	0.299877736	0.299877736	0.339803818	0.379953634	
646456.063	3872903	282.5	0.3	0.3	0.34	0.38	
646760.094	3872903	296.98999	0.3	0.3	0.34	0.38	
647064.156	3872903	298.079987	0.299807979	0.299807979	0.339690474	0.379935993	
647368.188	3872903	292.579987	0.299544447	0.299544447	0.339265971	0.379848057	
647672.219	3872903	287.369995	0.285019997	0.285019997	0.315865393	0.3708611	
647976.25	3872903	286.579987	0.190928849	0.190928849	0.164274523	0.313345674	
648280.281	3872903	285.609985	0.125218652	0.125218652	0.0584075539	0.273188932	
648584.344	3872903	285.220001	0.121144793	0.121144793	0.0518443925	0.270699531	
648888.375	3872903	284.799988	0.142156401	0.142156401	0.0856961731	0.28354003	
649192.406	3872903	283.730011	0.288882022	0.288882022	0.322087638	0.373205616	
649496.469	3872903	283.350006	0.3	0.3	0.34	0.38	
649800.5	3872903	284.540009	0.3	0.3	0.34	0.38	
650104.531	3872903	287.079987	0.3	0.3	0.34	0.38	
650408.594	3872903	290.230011	0.3	0.3	0.34	0.38	
650712.625	3872903	303.329987	0.3	0.3	0.34	0.38	
651016.656	3872903	299.559998	0.3	0.3	0.34	0.38	
651320.719	3872903	297.73999	0.3	0.3	0.34	0.38	
651624.75	3872903	296.679993	0.3	0.3	0.34	0.38	
651928.875	3872903	292.779999	0.292805645	0.292805645	0.328412573	0.377549566	
646152.031	3872524.5	288.209991	0.29986857	0.29986857	0.339789078	0.379950369	
646456.063	3872524.5	278.390007	0.3	0.3	0.34	0.38	
646760.094	3872524.5	297.700012	0.3	0.3	0.34	0.38	
647064.156	3872524.5	312.5	0.289236518	0.289236518	0.32265827	0.376412198	
647368.188	3872524.5	294.229996	0.23382181	0.23382181	0.233379286	0.35794027	
647672.219	3872524.5	290.100006	0.29432839	0.29432839	0.33086253	0.378011916	
647976.25	3872524.5	288.579987	0.289028722	0.289028722	0.322324056	0.373295334	
648280.281	3872524.5	287.73999	0.202348355	0.202348355	0.182672077	0.320323937	
648584.344	3872524.5	288.070007	0.197008699	0.197008699	0.174069627	0.317060807	
648888.375	3872524.5	287.730011	0.207153471	0.207153471	0.19041414	0.323260405	
649192.406	3872524.5	287.799988	0.293627333	0.293627333	0.329732935	0.376105603	
649496.469	3872524.5	288.339996	0.3	0.3	0.34	0.38	
649800.5	3872524.5	289.779999	0.3	0.3	0.34	0.38	
650104.531	3872524.5	294.019989	0.3	0.3	0.34	0.38	
650408.594	3872524.5	312.320007	0.3	0.3	0.34	0.38	
650712.625	3872524.5	313.529999	0.3	0.3	0.34	0.38	
651016.656	3872524.5	311.26001	0.3	0.3	0.34	0.38	
651320.719	3872524.5	307.26001	0.3	0.3	0.34	0.38	
651624.75	3872524.5	310.170013	0.3	0.3	0.34	0.38	
651928.875	3872524.5	289.51001	0.289156836	0.289156836	0.322534241	0.376333879	
646152.031	3872146	295.119995	0.299859386	0.299859386	0.339774355	0.379946544	
646456.063	3872146	294.799988	0.3	0.3	0.34	0.38	
646760.094	3872146	290.470001	0.3	0.3	0.34	0.38	
647064.156	3872146	298.859985	0.275192855	0.275192855	0.300032664	0.371730964	
647368.188	3872146	301.660004	0.145838066	0.145838066	0.0916277935	0.328612852	
647672.219	3872146	295.450012	0.209946253	0.209946253	0.194913433	0.349982259	
647976.25	3872146	292.899994	0.215465066	0.215465066	0.203804535	0.351571991	
648280.281	3872146	291.98999	0.220402946	0.220402946	0.211760273	0.351247957	
648584.344	3872146	291.399994	0.274890557	0.274890557	0.299546108	0.36927524	
648888.375	3872146	292.070007	0.214724854	0.214724854	0.202612501	0.349514704	
649192.406	3872146	292.76001	0.215401288	0.215401288	0.203701858	0.351654119	
649496.469	3872146	295.220001	0.226841517	0.226841517	0.222133328	0.355613839	
649800.5	3872146	313.179993	0.293520183	0.293520183	0.329560263	0.377840061	
650104.531	3872146	318.459991	0.3	0.3	0.34	0.38	
650408.594	3872146	325.179993	0.3	0.3	0.34	0.38	
650712.625	3872146	324.399994	0.3	0.3	0.34	0.38	
651016.656	3872146	319.940002	0.3	0.3	0.34	0.38	
651320.719	3872146	322.709991	0.3	0.3	0.34	0.38	
651624.75	3872146	316.040009	0.3	0.3	0.34	0.38	
651928.875	3872146	277.459999	0.284489688	0.284489688	0.315014532	0.374753166	
646152.031	3871767.38	310.619995	0.29984982	0.29984982	0.339759248	0.379943477	
646456.063	3871767.38	306.940002	0.3	0.3	0.34	0.38	
646760.094	3871767.38	304.290009	0.3	0.3	0.34	0.38	
647064.156	3871767.38	309.5	0.273635845	0.273635845	0.297524438	0.371211948	
647368.188	3871767.38	304.209991	0.129695884	0.129695884	0.0656210163	0.323231968	
647672.219	3871767.38	302.420013	0.132542732	0.132542732	0.0702078861	0.324180914	
647976.25	3871767.38	296.589996	0.193265973	0.193265973	0.168038614	0.34442169	
648280.281	3871767.38	294.959991	0.213049125	0.213049125	0.199912111	0.351016257	
648584.344	3871767.38	293.399994	0.279460085	0.279460085	0.30690763	0.373153098	
648888.375	3871767.38	294.549988	0.206072258	0.206072258	0.18867222	0.348690431	
649192.406	3871767.38	298.839996	0.19847696	0.19847696	0.176434552	0.34615908	
649496.469	3871767.38	303.220001	0.201755447	0.201755447	0.181717271	0.347252085	
649800.5	3871767.38	307.290009	0.220474575	0.220474575	0.211875255	0.353491402	
650104.531	3871767.38	311.160004	0.231930879	0.231930879	0.230332387	0.357310293	
650408.594	3871767.38	334.519989	0.293631929	0.293631929	0.329740066	0.377876983	
650712.625	3871767.38	337.670013	0.3	0.3	0.34	0.38	
651016.656	3871767.38	332.910004	0.3	0.3	0.34	0.38	
651320.719	3871767.38	333.859985	0.3	0.3	0.34	0.38	
651624.75	3871767.38	320.350006	0.3	0.3	0.34	0.38	
651928.875	3871767.38	270.609993	0.278883067	0.278883067	0.305981417	0.372623895	
646152.031	3871388.75	321.119995	0.299841029	0.299841029	0.339744108	0.379939667	
646456.063	3871388.75	314.559998	0.3	0.3	0.34	0.38	
646760.094	3871388.75	314.579987	0.3	0.3	0.34	0.38	
647064.156	3871388.75	310.420013	0.284996197	0.284996197	0.315827165	0.374998773	
647368.188	3871388.75	309.380005	0.190750583	0.190750583	0.163986781	0.343583599	
647672.219	3871388.75	308.480011	0.151831919	0.151831919	0.101284667	0.330610415	
647976.25	3871388.75	301.910004	0.292812776	0.292812776	0.328419934	0.377604501	
648280.281	3871388.75	298.089996	0.3	0.3	0.34	0.38	
648584.344	3871388.75	298.079987	0.299757298	0.299757298	0.339609176	0.379919158	
648888.375	3871388.75	300.269989	0.297740415	0.297740415	0.336359428	0.379246824	
649192.406	3871388.75	303.26001	0.297644351	0.297644351	0.336204612	0.379214752	
649496.469	3871388.75	309.140015	0.284896463	0.284896463	0.3156661	0.374965259	
649800.5	3871388.75	310.269989	0.198945008	0.198945008	0.177189083	0.346315085	
650104.531	3871388.75	312.709991	0.196809952	0.196809952	0.173749568	0.34560364	
650408.594	3871388.75	316.579987	0.22329563	0.22329563	0.216420465	0.354431889	
650712.625	3871388.75	321.309998	0.225876251	0.225876251	0.220578255	0.355292261	
651016.656	3871388.75	321.470001	0.228003126	0.228003126	0.224005524	0.35600089	
651320.719	3871388.75	322.959991	0.235853032	0.235853032	0.236651864	0.358617764	
651624.75	3871388.75	324.799988	0.295781454	0.295781454	0.333203832	0.378593866	
651928.875	3871388.75	287.399994	0.272307125	0.272307125	0.295387403	0.369767831	
646152.031	3871010.25	336.799988	0.299831467	0.299831467	0.339729417	0.379935842	
646456.063	3871010.25	334.160004	0.3	0.3	0.34	0.38	
646760.094	3871010.25	327.619995	0.3	0.3	0.34	0.38	
647064.156	3871010.25	316.179993	0.299894896	0.299894896	0.339830754	0.379965071	
647368.188	3871010.25	312.839996	0.292972404	0.292972404	0.328677633	0.377657798	
647672.219	3871010.25	312.579987	0.216277878	0.216277878	0.205113995	0.352092872	
647976.25	3871010.25	306.859985	0.297455403	0.297455403	0.335900516	0.379151939	
648280.281	3871010.25	303.029999	0.3	0.3	0.34	0.38	
648584.344	3871010.25	302.730011	0.291622902	0.291622902	0.326504275	0.377207663	
648888.375	3871010.25	305.649994	0.227795304	0.227795304	0.22366995	0.355931886	
649192.406	3871010.25	310.01001	0.223905351	0.223905351	0.21740246	0.354634927	
649496.469	3871010.25	312.690002	0.223791948	0.223791948	0.217220146	0.354597024	
649800.5	3871010.25	314.25	0.223177096	0.223177096	0.216230039	0.35439256	
650104.531	3871010.25	315.390015	0.216069005	0.216069005	0.204777737	0.352022861	
650408.594	3871010.25	317.470001	0.127728178	0.127728178	0.0624508465	0.322575988	
650712.625	3871010.25	318.920013	0.126211888	0.126211888	0.0600084127	0.322070591	
651016.656	3871010.25	314.700012	0.192430133	0.192430133	0.166692878	0.344143186	
651320.719	3871010.25	313.720001	0.207712035	0.207712035	0.191313792	0.349237632	
651624.75	3871010.25	313.670013	0.295077648	0.295077648	0.332069914	0.378359341	
651928.875	3871010.25	304.709991	0.264916865	0.264916865	0.283480628	0.36627597	
646152.031	3870631.75	359.820007	0.299821904	0.299821904	0.339714117	0.379932545	
646456.063	3870631.75	348.470001	0.3	0.3	0.34	0.38	
646760.094	3870631.75	336.769989	0.290072311	0.290072311	0.324005546	0.3766906	
647064.156	3870631.75	321.709991	0.224145541	0.224145541	0.217789851	0.35471505	
647368.188	3870631.75	318.209991	0.216756809	0.216756809	0.205886195	0.352252589	
647672.219	3870631.75	319.25	0.22280639	0.22280639	0.215631631	0.35426913	
647976.25	3870631.75	312.570007	0.295230764	0.295230764	0.332316549	0.378410353	
648280.281	3870631.75	308.040009	0.3	0.3	0.34	0.38	
648584.344	3870631.75	308.320007	0.279024316	0.279024316	0.306206207	0.373007831	
648888.375	3870631.75	312.75	0.138979449	0.138979449	0.0805784155	0.326326531	
649192.406	3870631.75	317.630005	0.127517078	0.127517078	0.0621107396	0.319420684	
649496.469	3870631.75	320.660004	0.127512301	0.127512301	0.0621029756	0.30081206	
649800.5	3870631.75	326.440002	0.127413938	0.127413938	0.0619446981	0.29928317	
650104.531	3870631.75	323.140015	0.126681099	0.126681099	0.0607638812	0.301625735	
650408.594	3870631.75	322.959991	0.120525841	0.120525841	0.050847152	0.318319105	
650712.625	3870631.75	324.459991	0.12832222	0.12832222	0.0634083887	0.322773955	
651016.656	3870631.75	320.149994	0.202382272	0.202382272	0.182726894	0.347460696	
651320.719	3870631.75	318.48999	0.209337127	0.209337127	0.193932686	0.349778921	
651624.75	3870631.75	318.01001	0.226747504	0.226747504	0.221981736	0.355582655	
651928.875	3870631.75	330.459991	0.251859322	0.251859322	0.262443796	0.360519185	
646152.031	3870253.25	372.049988	0.299188685	0.299188685	0.338694155	0.379721081	
646456.063	3870253.25	358.690002	0.288923751	0.288923751	0.32215523	0.376307917	
646760.094	3870253.25	333.26001	0.214019466	0.214019466	0.2014762	0.351339839	
647064.156	3870253.25	322.269989	0.13295338	0.13295338	0.0708693211	0.324317731	
647368.188	3870253.25	324.660004	0.134225611	0.134225611	0.0729183605	0.32474189	
647672.219	3870253.25	324.380005	0.211726122	0.211726122	0.197781156	0.350575562	
647976.25	3870253.25	317.799988	0.294130494	0.294130494	0.330543615	0.37804378	
648280.281	3870253.25	313.079987	0.3	0.3	0.34	0.38	
648584.344	3870253.25	314.880005	0.276500424	0.276500424	0.302139156	0.372166533	
648888.375	3870253.25	320.730011	0.134190796	0.134190796	0.0728629271	0.321622566	
649192.406	3870253.25	324.339996	0.12	0.12	0.05	0.295744632	
649496.469	3870253.25	327.390015	0.12	0.12	0.05	0.273212612	
649800.5	3870253.25	332.109985	0.12	0.12	0.05	0.274556956	
650104.531	3870253.25	332.660004	0.12	0.12	0.05	0.295669186	
650408.594	3870253.25	334.690002	0.12	0.12	0.05	0.31780923	
650712.625	3870253.25	334.48999	0.120525314	0.120525314	0.0508463575	0.320175077	
651016.656	3870253.25	332.619995	0.136251935	0.136251935	0.0761840799	0.325417617	
651320.719	3870253.25	328.579987	0.190787919	0.190787919	0.16404737	0.343596212	
651624.75	3870253.25	316.029999	0.156169151	0.156169151	0.108272216	0.332056708	
651928.875	3870253.25	332.670013	0.237598394	0.237598394	0.239467618	0.353961911	
646152.031	3869874.63	382.359985	0.292912916	0.292912916	0.328583511	0.37762852	
646456.063	3869874.63	371.589996	0.285219378	0.285219378	0.31618656	0.375072876	
646760.094	3869874.63	339.730011	0.195084812	0.195084812	0.170969552	0.345028477	
647064.156	3869874.63	328.100006	0.189214791	0.189214791	0.161512878	0.343071909	
647368.188	3869874.63	333.809998	0.203010357	0.203010357	0.183739183	0.347670354	
647672.219	3869874.63	331.709991	0.291306819	0.291306819	0.325994518	0.377102422	
647976.25	3869874.63	325.079987	0.292935149	0.292935149	0.328617607	0.377644788	
648280.281	3869874.63	321.470001	0.235188917	0.235188917	0.235582462	0.358395972	
648584.344	3869874.63	323.399994	0.214305892	0.214305892	0.201937204	0.351435315	
648888.375	3869874.63	329.799988	0.127679665	0.127679665	0.0623725471	0.318680251	
649192.406	3869874.63	334.779999	0.12	0.12	0.05	0.292290884	
649496.469	3869874.63	338.850006	0.12	0.12	0.05	0.287289753	
649800.5	3869874.63	341.890015	0.12	0.12	0.05	0.275505463	
650104.531	3869874.63	344.450012	0.12	0.12	0.05	0.298029625	
650408.594	3869874.63	345.720001	0.12	0.12	0.05	0.302359742	
650712.625	3869874.63	346.910004	0.12	0.12	0.05	0.319234817	
651016.656	3869874.63	344.559998	0.144095223	0.144095223	0.0888200636	0.328031749	
651320.719	3869874.63	341.299988	0.266561682	0.266561682	0.28612768	0.368853638	
651624.75	3869874.63	329.850006	0.149846499	0.149846499	0.0980860073	0.329948758	
651928.875	3869874.63	340.660004	0.215167493	0.215167493	0.203328398	0.344203645	
646152.031	3869496	386.5	0.281251662	0.281251662	0.309795632	0.373741025	
646456.063	3869496	371.910004	0.290556068	0.290556068	0.324784485	0.376852075	
646760.094	3869496	338.690002	0.227436704	0.227436704	0.223092508	0.355812337	
647064.156	3869496	334.950012	0.235372224	0.235372224	0.235877922	0.358457654	
647368.188	3869496	338.600006	0.299217451	0.299217451	0.338739124	0.379739075	
647672.219	3869496	339.570007	0.3	0.3	0.34	0.38	
647976.25	3869496	331.390015	0.291099028	0.291099028	0.325659177	0.377033009	
648280.281	3869496	328.290009	0.192772249	0.192772249	0.167244431	0.344257179	
648584.344	3869496	332.369995	0.123700532	0.123700532	0.0559617659	0.321233355	
648888.375	3869496	341.130005	0.12	0.12	0.05	0.319996961	
649192.406	3869496	343.519989	0.12	0.12	0.05	0.317423969	
649496.469	3869496	348.01001	0.12	0.12	0.05	0.296863857	
649800.5	3869496	351.98999	0.12	0.12	0.05	0.272145062	
650104.531	3869496	358.700012	0.12	0.12	0.05	0.270003092	
650408.594	3869496	359.959991	0.12	0.12	0.05	0.276571056	
650712.625	3869496	355.459991	0.12	0.12	0.05	0.31920421	
651016.656	3869496	354.720001	0.132872776	0.132872776	0.0707390829	0.324291011	
651320.719	3869496	351.670013	0.216228119	0.216228119	0.205034536	0.352075988	
651624.75	3869496	337.869995	0.190431074	0.190431074	0.163472095	0.343477046	
651928.875	3869496	343.559998	0.191174554	0.191174554	0.164673493	0.333416464	
646152.031	3869117.5	381.880005	0.259368355	0.259368355	0.274538446	0.366446064	
646456.063	3869117.5	352.720001	0.213726275	0.213726275	0.201003182	0.351241939	
646760.094	3869117.5	346.079987	0.129317706	0.129317706	0.065012318	0.323105849	
647064.156	3869117.5	344.48999	0.149202831	0.149202831	0.0970486997	0.329734317	
647368.188	3869117.5	343.980011	0.294292365	0.294292365	0.330805153	0.378097378	
647672.219	3869117.5	343.390015	0.3	0.3	0.34	0.38	
647976.25	3869117.5	333.75	0.2909077	0.2909077	0.325350641	0.376969233	
648280.281	3869117.5	332.23999	0.208537177	0.208537177	0.192643442	0.349512309	
648584.344	3869117.5	337.850006	0.125007714	0.125007714	0.0580679921	0.321669082	
648888.375	3869117.5	349.299988	0.12	0.12	0.05	0.32	
649192.406	3869117.5	353.299988	0.12	0.12	0.05	0.316814793	
649496.469	3869117.5	358.559998	0.12	0.12	0.05	0.292437193	
649800.5	3869117.5	359.119995	0.12	0.12	0.05	0.271867093	
650104.531	3869117.5	370.980011	0.12	0.12	0.05	0.27	
650408.594	3869117.5	369.179993	0.12	0.12	0.05	0.276659195	
650712.625	3869117.5	363.350006	0.12	0.12	0.05	0.318394863	
651016.656	3869117.5	363.980011	0.120667899	0.120667899	0.0510759485	0.320222687	
651320.719	3869117.5	361.26001	0.142805296	0.142805296	0.0867416943	0.327602073	
651624.75	3869117.5	347.600006	0.273038436	0.273038436	0.296562205	0.371012834	
651928.875	3869117.5	344.230011	0.199350221	0.199350221	0.177845	0.332818399	
646152.031	3868739	372.070007	0.233587989	0.233587989	0.233004275	0.357852539	
646456.063	3868739	354.429993	0.140635324	0.140635324	0.0832461039	0.326878326	
646760.094	3868739	353.679993	0.120424613	0.120424613	0.0506841666	0.320141495	
647064.156	3868739	351.98999	0.14496036	0.14496036	0.0902140922	0.328320141	
647368.188	3868739	350.839996	0.289754388	0.289754388	0.323493378	0.376585025	
647672.219	3868739	342.920013	0.3	0.3	0.34	0.38	
647976.25	3868739	334.040009	0.279793842	0.279793842	0.307445783	0.373264614	
648280.281	3868739	334.839996	0.140991905	0.140991905	0.0838200264	0.326997467	
648584.344	3868739	343.450012	0.120458615	0.120458615	0.0507388734	0.32015284	
648888.375	3868739	357.049988	0.12	0.12	0.05	0.32	
649192.406	3868739	367.670013	0.12	0.12	0.05	0.319750279	
649496.469	3868739	369.529999	0.12	0.12	0.05	0.31502135	
649800.5	3868739	371.029999	0.12	0.12	0.05	0.295195942	
650104.531	3868739	371.940002	0.12	0.12	0.05	0.29316039	
650408.594	3868739	374.140015	0.12	0.12	0.05	0.296895023	
650712.625	3868739	374.320007	0.12	0.12	0.05	0.318515763	
651016.656	3868739	373.26001	0.12	0.12	0.05	0.316735108	
651320.719	3868739	372	0.131502482	0.131502482	0.068531246	0.304971826	
651624.75	3868739	365.829987	0.207161077	0.207161077	0.190425895	0.347080975	
651928.875	3868739	356.339996	0.183883514	0.183883514	0.152926321	0.323738306	
646152.031	3868360.5	362.799988	0.201842415	0.201842415	0.181858291	0.347269865	
646456.063	3868360.5	360.049988	0.128675767	0.128675767	0.0639780328	0.322891618	
646760.094	3868360.5	358.399994	0.127972693	0.127972693	0.0628454898	0.322657834	
647064.156	3868360.5	358.23999	0.200714193	0.200714193	0.180039095	0.346904894	
647368.188	3868360.5	353.48999	0.294024704	0.294024704	0.330373458	0.378007909	
647672.219	3868360.5	337.670013	0.288292457	0.288292457	0.321138527	0.376097297	
647976.25	3868360.5	331.309998	0.219232279	0.219232279	0.20987439	0.353077452	
648280.281	3868360.5	334.220001	0.128935814	0.128935814	0.0643969129	0.322978605	
648584.344	3868360.5	346.299988	0.12	0.12	0.05	0.32	
648888.375	3868360.5	364.23999	0.12	0.12	0.05	0.32	
649192.406	3868360.5	366.660004	0.12	0.12	0.05	0.317493164	
649496.469	3868360.5	381.420013	0.12	0.12	0.05	0.301601912	
649800.5	3868360.5	382.089996	0.12	0.12	0.05	0.300251526	
650104.531	3868360.5	380.609985	0.12	0.12	0.05	0.300172315	
650408.594	3868360.5	384.23999	0.12	0.12	0.05	0.299524095	
650712.625	3868360.5	388.179993	0.12	0.12	0.05	0.299385127	
651016.656	3868360.5	385.450012	0.12	0.12	0.05	0.295345485	
651320.719	3868360.5	378.369995	0.12	0.12	0.05	0.277719907	
651624.75	3868360.5	373.119995	0.12	0.12	0.05	0.315313053	
651928.875	3868360.5	365.700012	0.151136803	0.151136803	0.100167889	0.308005092	
646152.031	3867981.88	367.98999	0.162684675	0.162684675	0.118770923	0.334217117	
646456.063	3867981.88	367.209991	0.120059496	0.120059496	0.0500958649	0.320019904	
646760.094	3867981.88	365.309998	0.134685228	0.134685228	0.0736595224	0.324895024	
647064.156	3867981.88	365.23999	0.285912877	0.285912877	0.317304141	0.375304196	
647368.188	3867981.88	341.019989	0.295788535	0.295788535	0.33321477	0.378596059	
647672.219	3867981.88	327.019989	0.218015721	0.218015721	0.207913968	0.352671737	
647976.25	3867981.88	323.98999	0.12401822	0.12401822	0.0564740791	0.321339432	
648280.281	3867981.88	331.570007	0.12	0.12	0.05	0.32	
648584.344	3867981.88	346.869995	0.12	0.12	0.05	0.32	
648888.375	3867981.88	369.880005	0.12	0.12	0.05	0.32	
649192.406	3867981.88	388.670013	0.12	0.12	0.05	0.316566464	
649496.469	3867981.88	394.410004	0.12	0.12	0.05	0.292465016	
649800.5	3867981.88	396.730011	0.12	0.12	0.05	0.290947716	
650104.531	3867981.88	398.25	0.12	0.12	0.05	0.289918606	
650408.594	3867981.88	395.309998	0.12	0.12	0.05	0.271828467	
650712.625	3867981.88	400.5	0.12	0.12	0.05	0.270003386	
651016.656	3867981.88	401.540009	0.12	0.12	0.05	0.27	
651320.719	3867981.88	393.040009	0.12	0.12	0.05	0.272816994	
651624.75	3867981.88	380.940002	0.12	0.12	0.05	0.296810672	
651928.875	3867981.88	361.549988	0.138775597	0.138775597	0.0802529885	0.293736742	
646152.031	3867603.25	372.670013	0.137277333	0.137277333	0.0778368561	0.325747717	
646456.063	3867603.25	373.350006	0.129648065	0.129648065	0.0655438635	0.323215997	
