Layer 2
X	Y	Z	Kx	Ky	Kz	
650712.625	3874038.75	271.029999	1E-11	1E-11	1E-11	
651016.656	3874038.75	274.899994	1E-11	1E-11	1E-11	
651320.719	3874038.75	277.790001	1E-11	1E-11	1E-11	
651624.75	3874038.75	276.579994	1E-11	1E-11	1E-11	
651928.875	3874038.75	276.730003	1E-11	1E-11	1E-11	
646152.031	3873660.13	264.769997	1E-11	1E-11	1E-11	
646456.063	3873660.13	270.600006	1E-11	1E-11	1E-11	
646760.094	3873660.13	274.369995	1E-11	1E-11	1E-11	
647064.156	3873660.13	278.579994	1E-11	1E-11	1E-11	
647368.188	3873660.13	281.75	1E-11	1E-11	1E-11	
647672.219	3873660.13	282.730011	1E-11	1E-11	1E-11	
647976.25	3873660.13	283.119995	1E-11	1E-11	1E-11	
648280.281	3873660.13	283.480011	1E-11	1E-11	1E-11	
648584.344	3873660.13	282.089996	1E-11	1E-11	1E-11	
648888.375	3873660.13	280.25	1E-11	1E-11	1E-11	
649192.406	3873660.13	278.299995	1E-11	1E-11	1E-11	
649496.469	3873660.13	275.630005	1E-11	1E-11	1E-11	
649800.5	3873660.13	274.589996	1E-11	1E-11	1E-11	
650104.531	3873660.13	275.489998	1E-11	1E-11	1E-11	
650408.594	3873660.13	276.119995	1E-11	1E-11	1E-11	
650712.625	3873660.13	278.079987	1E-11	1E-11	1E-11	
651016.656	3873660.13	280.320007	1E-11	1E-11	1E-11	
651320.719	3873660.13	284.179993	1E-11	1E-11	1E-11	
651624.75	3873660.13	281.290009	1E-11	1E-11	1E-11	
651928.875	3873660.13	282.25	1E-11	1E-11	1E-11	
646152.031	3873281.5	263.809998	1E-11	1E-11	1E-11	
646456.063	3873281.5	283.25	1E-11	1E-11	1E-11	
646760.094	3873281.5	283.220001	1E-11	1E-11	1E-11	
647064.156	3873281.5	286.480011	1E-11	1E-11	1E-11	
647368.188	3873281.5	285.790009	1E-11	1E-11	1E-11	
647672.219	3873281.5	284.790009	1E-11	1E-11	1E-11	
647976.25	3873281.5	285.369995	1E-11	1E-11	1E-11	
648280.281	3873281.5	285.98999	1E-11	1E-11	1E-11	
648584.344	3873281.5	285.709991	1E-11	1E-11	1E-11	
648888.375	3873281.5	283.630005	1E-11	1E-11	1E-11	
649192.406	3873281.5	282.380005	1E-11	1E-11	1E-11	
649496.469	3873281.5	280.089996	1E-11	1E-11	1E-11	
649800.5	3873281.5	279.390015	1E-11	1E-11	1E-11	
650104.531	3873281.5	279.350006	1E-11	1E-11	1E-11	
650408.594	3873281.5	281.190002	1E-11	1E-11	1E-11	
650712.625	3873281.5	285.095001	1E-11	1E-11	1E-11	
651016.656	3873281.5	292.970001	1E-11	1E-11	1E-11	
651320.719	3873281.5	289.339996	1E-11	1E-11	1E-11	
651624.75	3873281.5	291.920013	1E-11	1E-11	1E-11	
651928.875	3873281.5	286.410004	1E-11	1E-11	1E-11	
646152.031	3872903	274.119995	1E-11	1E-11	1E-11	
646456.063	3872903	282.5	1E-11	1E-11	1E-11	
646760.094	3872903	296.98999	1E-11	1E-11	1E-11	
647064.156	3872903	298.079987	1E-11	1E-11	1E-11	
647368.188	3872903	292.579987	1E-11	1E-11	1E-11	
647672.219	3872903	287.369995	1E-11	1E-11	1E-11	
647976.25	3872903	286.579987	1E-11	1E-11	1E-11	
648280.281	3872903	285.609985	1E-11	1E-11	1E-11	
648584.344	3872903	285.220001	1E-11	1E-11	1E-11	
648888.375	3872903	284.799988	1E-11	1E-11	1E-11	
649192.406	3872903	283.730011	1E-11	1E-11	1E-11	
649496.469	3872903	283.350006	1E-11	1E-11	1E-11	
649800.5	3872903	284.540009	1E-11	1E-11	1E-11	
650104.531	3872903	287.079987	1E-11	1E-11	1E-11	
650408.594	3872903	290.230011	1E-11	1E-11	1E-11	
650712.625	3872903	303.329987	1E-11	1E-11	1E-11	
651016.656	3872903	299.559998	1E-11	1E-11	1E-11	
651320.719	3872903	297.73999	1E-11	1E-11	1E-11	
651624.75	3872903	296.679993	1E-11	1E-11	1E-11	
651928.875	3872903	292.779999	1E-11	1E-11	1E-11	
646152.031	3872524.5	288.209991	1E-11	1E-11	1E-11	
646456.063	3872524.5	278.390007	1E-11	1E-11	1E-11	
646760.094	3872524.5	297.700012	1E-11	1E-11	1E-11	
647064.156	3872524.5	312.5	1E-11	1E-11	1E-11	
647368.188	3872524.5	294.229996	1E-11	1E-11	1E-11	
647672.219	3872524.5	290.100006	1E-11	1E-11	1E-11	
647976.25	3872524.5	288.579987	1E-11	1E-11	1E-11	
648280.281	3872524.5	287.73999	1E-11	1E-11	1E-11	
648584.344	3872524.5	288.070007	1E-11	1E-11	1E-11	
648888.375	3872524.5	287.730011	1E-11	1E-11	1E-11	
649192.406	3872524.5	287.799988	1E-11	1E-11	1E-11	
649496.469	3872524.5	288.339996	1E-11	1E-11	1E-11	
649800.5	3872524.5	289.779999	1E-11	1E-11	1E-11	
650104.531	3872524.5	294.019989	1E-11	1E-11	1E-11	
650408.594	3872524.5	312.320007	1E-11	1E-11	1E-11	
650712.625	3872524.5	313.529999	1E-11	1E-11	1E-11	
651016.656	3872524.5	311.26001	1E-11	1E-11	1E-11	
651320.719	3872524.5	307.26001	1E-11	1E-11	1E-11	
651624.75	3872524.5	310.170013	1E-11	1E-11	1E-11	
651928.875	3872524.5	289.51001	1E-11	1E-11	1E-11	
646152.031	3872146	295.119995	1E-11	1E-11	1E-11	
646456.063	3872146	294.799988	1E-11	1E-11	1E-11	
646760.094	3872146	290.470001	1E-11	1E-11	1E-11	
647064.156	3872146	298.859985	1E-11	1E-11	1E-11	
647368.188	3872146	301.660004	1E-11	1E-11	1E-11	
647672.219	3872146	295.450012	1E-11	1E-11	1E-11	
647976.25	3872146	292.899994	1E-11	1E-11	1E-11	
648280.281	3872146	291.98999	1E-11	1E-11	1E-11	
648584.344	3872146	291.399994	1E-11	1E-11	1E-11	
648888.375	3872146	292.070007	1E-11	1E-11	1E-11	
649192.406	3872146	292.76001	1E-11	1E-11	1E-11	
649496.469	3872146	295.220001	1E-11	1E-11	1E-11	
649800.5	3872146	313.179993	1E-11	1E-11	1E-11	
650104.531	3872146	318.459991	1E-11	1E-11	1E-11	
650408.594	3872146	325.179993	1E-11	1E-11	1E-11	
650712.625	3872146	324.399994	1E-11	1E-11	1E-11	
651016.656	3872146	319.940002	1E-11	1E-11	1E-11	
651320.719	3872146	322.709991	1E-11	1E-11	1E-11	
651624.75	3872146	316.040009	1E-11	1E-11	1E-11	
651928.875	3872146	277.459999	1E-11	1E-11	1E-11	
646152.031	3871767.38	310.619995	1E-11	1E-11	1E-11	
646456.063	3871767.38	306.940002	1E-11	1E-11	1E-11	
646760.094	3871767.38	304.290009	1E-11	1E-11	1E-11	
647064.156	3871767.38	309.5	1E-11	1E-11	1E-11	
647368.188	3871767.38	304.209991	1E-11	1E-11	1E-11	
647672.219	3871767.38	302.420013	1E-11	1E-11	1E-11	
647976.25	3871767.38	296.589996	1E-11	1E-11	1E-11	
648280.281	3871767.38	294.959991	1E-11	1E-11	1E-11	
648584.344	3871767.38	293.399994	1E-11	1E-11	1E-11	
648888.375	3871767.38	294.549988	1E-11	1E-11	1E-11	
649192.406	3871767.38	298.839996	1E-11	1E-11	1E-11	
649496.469	3871767.38	303.220001	1E-11	1E-11	1E-11	
649800.5	3871767.38	307.290009	1E-11	1E-11	1E-11	
650104.531	3871767.38	311.160004	1E-11	1E-11	1E-11	
650408.594	3871767.38	334.519989	1E-11	1E-11	1E-11	
650712.625	3871767.38	337.670013	1E-11	1E-11	1E-11	
651016.656	3871767.38	332.910004	1E-11	1E-11	1E-11	
651320.719	3871767.38	333.859985	1E-11	1E-11	1E-11	
651624.75	3871767.38	320.350006	1E-11	1E-11	1E-11	
651928.875	3871767.38	270.609993	1E-11	1E-11	1E-11	
646152.031	3871388.75	321.119995	1E-11	1E-11	1E-11	
646456.063	3871388.75	314.559998	1E-11	1E-11	1E-11	
646760.094	3871388.75	314.579987	1E-11	1E-11	1E-11	
647064.156	3871388.75	310.420013	1E-11	1E-11	1E-11	
647368.188	3871388.75	309.380005	1E-11	1E-11	1E-11	
647672.219	3871388.75	308.480011	1E-11	1E-11	1E-11	
647976.25	3871388.75	301.910004	1E-11	1E-11	1E-11	
648280.281	3871388.75	298.089996	1E-11	1E-11	1E-11	
648584.344	3871388.75	298.079987	1E-11	1E-11	1E-11	
648888.375	3871388.75	300.269989	1E-11	1E-11	1E-11	
649192.406	3871388.75	303.26001	1E-11	1E-11	1E-11	
649496.469	3871388.75	309.140015	1E-11	1E-11	1E-11	
649800.5	3871388.75	310.269989	1E-11	1E-11	1E-11	
650104.531	3871388.75	312.709991	1E-11	1E-11	1E-11	
650408.594	3871388.75	316.579987	1E-11	1E-11	1E-11	
650712.625	3871388.75	321.309998	1E-11	1E-11	1E-11	
651016.656	3871388.75	321.470001	1E-11	1E-11	1E-11	
651320.719	3871388.75	322.959991	1E-11	1E-11	1E-11	
651624.75	3871388.75	324.799988	1E-11	1E-11	1E-11	
651928.875	3871388.75	287.399994	1E-11	1E-11	1E-11	
646152.031	3871010.25	336.799988	1E-11	1E-11	1E-11	
646456.063	3871010.25	334.160004	1E-11	1E-11	1E-11	
646760.094	3871010.25	327.619995	1E-11	1E-11	1E-11	
647064.156	3871010.25	316.179993	1E-11	1E-11	1E-11	
647368.188	3871010.25	312.839996	1E-11	1E-11	1E-11	
647672.219	3871010.25	312.579987	1E-11	1E-11	1E-11	
647976.25	3871010.25	306.859985	1E-11	1E-11	1E-11	
648280.281	3871010.25	303.029999	1E-11	1E-11	1E-11	
648584.344	3871010.25	302.730011	1E-11	1E-11	1E-11	
648888.375	3871010.25	305.649994	1E-11	1E-11	1E-11	
649192.406	3871010.25	310.01001	1E-11	1E-11	1E-11	
649496.469	3871010.25	312.690002	1E-11	1E-11	1E-11	
649800.5	3871010.25	314.25	1E-11	1E-11	1E-11	
650104.531	3871010.25	315.390015	1E-11	1E-11	1E-11	
650408.594	3871010.25	317.470001	1E-11	1E-11	1E-11	
650712.625	3871010.25	318.920013	1E-11	1E-11	1E-11	
651016.656	3871010.25	319.700012	1E-11	1E-11	1E-11	
651320.719	3871010.25	322.220001	1E-11	1E-11	1E-11	
651624.75	3871010.25	313.670013	1E-11	1E-11	1E-11	
651928.875	3871010.25	304.709991	1E-11	1E-11	1E-11	
646152.031	3870631.75	359.820007	1E-11	1E-11	1E-11	
646456.063	3870631.75	348.470001	1E-11	1E-11	1E-11	
646760.094	3870631.75	336.769989	1E-11	1E-11	1E-11	
647064.156	3870631.75	321.709991	1E-11	1E-11	1E-11	
647368.188	3870631.75	320.209991	1E-11	1E-11	1E-11	
647672.219	3870631.75	319.25	1E-11	1E-11	1E-11	
647976.25	3870631.75	312.570007	1E-11	1E-11	1E-11	
648280.281	3870631.75	308.040009	1E-11	1E-11	1E-11	
648584.344	3870631.75	308.320007	1E-11	1E-11	1E-11	
648888.375	3870631.75	312.75	1E-11	1E-11	1E-11	
649192.406	3870631.75	317.630005	1E-11	1E-11	1E-11	
649496.469	3870631.75	320.660004	1E-11	1E-11	1E-11	
649800.5	3870631.75	326.440002	1E-11	1E-11	1E-11	
650104.531	3870631.75	323.140015	1E-11	1E-11	1E-11	
650408.594	3870631.75	322.959991	1E-11	1E-11	1E-11	
650712.625	3870631.75	324.459991	1E-11	1E-11	1E-11	
651016.656	3870631.75	324.649994	1E-11	1E-11	1E-11	
651320.719	3870631.75	325.98999	1E-11	1E-11	1E-11	
651624.75	3870631.75	318.01001	1E-11	1E-11	1E-11	
651928.875	3870631.75	330.459991	1E-11	1E-11	1E-11	
646152.031	3870253.25	372.049988	1E-11	1E-11	1E-11	
646456.063	3870253.25	358.690002	1E-11	1E-11	1E-11	
646760.094	3870253.25	333.26001	1E-11	1E-11	1E-11	
647064.156	3870253.25	326.769989	1E-11	1E-11	1E-11	
647368.188	3870253.25	326.660004	1E-11	1E-11	1E-11	
647672.219	3870253.25	324.380005	1E-11	1E-11	1E-11	
647976.25	3870253.25	317.799988	1E-11	1E-11	1E-11	
648280.281	3870253.25	313.079987	1E-11	1E-11	1E-11	
648584.344	3870253.25	314.880005	1E-11	1E-11	1E-11	
648888.375	3870253.25	320.730011	1E-11	1E-11	1E-11	
649192.406	3870253.25	324.339996	1E-11	1E-11	1E-11	
649496.469	3870253.25	327.390015	1E-11	1E-11	1E-11	
649800.5	3870253.25	332.109985	1E-11	1E-11	1E-11	
650104.531	3870253.25	332.660004	1E-11	1E-11	1E-11	
650408.594	3870253.25	334.690002	1E-11	1E-11	1E-11	
650712.625	3870253.25	334.48999	1E-11	1E-11	1E-11	
651016.656	3870253.25	332.619995	1E-11	1E-11	1E-11	
651320.719	3870253.25	335.079987	1E-11	1E-11	1E-11	
651624.75	3870253.25	326.029999	1E-11	1E-11	1E-11	
651928.875	3870253.25	332.670013	1E-11	1E-11	1E-11	
646152.031	3869874.63	382.359985	1E-11	1E-11	1E-11	
646456.063	3869874.63	371.589996	1E-11	1E-11	1E-11	
646760.094	3869874.63	339.730011	1E-11	1E-11	1E-11	
647064.156	3869874.63	332.100006	1E-11	1E-11	1E-11	
647368.188	3869874.63	333.809998	1E-11	1E-11	1E-11	
647672.219	3869874.63	331.709991	1E-11	1E-11	1E-11	
647976.25	3869874.63	325.079987	1E-11	1E-11	1E-11	
648280.281	3869874.63	321.470001	1E-11	1E-11	1E-11	
648584.344	3869874.63	323.399994	1E-11	1E-11	1E-11	
648888.375	3869874.63	329.799988	1E-11	1E-11	1E-11	
649192.406	3869874.63	334.779999	1E-11	1E-11	1E-11	
649496.469	3869874.63	338.850006	1E-11	1E-11	1E-11	
649800.5	3869874.63	341.890015	1E-11	1E-11	1E-11	
650104.531	3869874.63	344.450012	1E-11	1E-11	1E-11	
650408.594	3869874.63	345.720001	1E-11	1E-11	1E-11	
650712.625	3869874.63	346.910004	1E-11	1E-11	1E-11	
651016.656	3869874.63	344.559998	1E-11	1E-11	1E-11	
651320.719	3869874.63	347.299988	1E-11	1E-11	1E-11	
651624.75	3869874.63	339.850006	1E-11	1E-11	1E-11	
651928.875	3869874.63	340.660004	1E-11	1E-11	1E-11	
646152.031	3869496	386.5	1E-11	1E-11	1E-11	
646456.063	3869496	371.910004	1E-11	1E-11	1E-11	
646760.094	3869496	343.190002	1E-11	1E-11	1E-11	
647064.156	3869496	337.950012	1E-11	1E-11	1E-11	
647368.188	3869496	338.600006	1E-11	1E-11	1E-11	
647672.219	3869496	339.570007	1E-11	1E-11	1E-11	
647976.25	3869496	331.390015	1E-11	1E-11	1E-11	
648280.281	3869496	328.290009	1E-11	1E-11	1E-11	
648584.344	3869496	332.369995	1E-11	1E-11	1E-11	
648888.375	3869496	341.130005	1E-11	1E-11	1E-11	
649192.406	3869496	343.519989	1E-11	1E-11	1E-11	
649496.469	3869496	348.01001	1E-11	1E-11	1E-11	
649800.5	3869496	351.98999	1E-11	1E-11	1E-11	
650104.531	3869496	358.700012	1E-11	1E-11	1E-11	
650408.594	3869496	359.959991	1E-11	1E-11	1E-11	
650712.625	3869496	355.459991	1E-11	1E-11	1E-11	
651016.656	3869496	354.720001	1E-11	1E-11	1E-11	
651320.719	3869496	351.670013	1E-11	1E-11	1E-11	
651624.75	3869496	345.369995	1E-11	1E-11	1E-11	
651928.875	3869496	343.559998	1E-11	1E-11	1E-11	
646152.031	3869117.5	381.880005	1E-11	1E-11	1E-11	
646456.063	3869117.5	355.720001	1E-11	1E-11	1E-11	
646760.094	3869117.5	346.079987	1E-11	1E-11	1E-11	
647064.156	3869117.5	344.48999	1E-11	1E-11	1E-11	
647368.188	3869117.5	343.980011	1E-11	1E-11	1E-11	
647672.219	3869117.5	343.390015	1E-11	1E-11	1E-11	
647976.25	3869117.5	333.75	1E-11	1E-11	1E-11	
648280.281	3869117.5	332.23999	1E-11	1E-11	1E-11	
648584.344	3869117.5	337.850006	1E-11	1E-11	1E-11	
648888.375	3869117.5	349.299988	1E-11	1E-11	1E-11	
649192.406	3869117.5	353.299988	1E-11	1E-11	1E-11	
649496.469	3869117.5	358.559998	1E-11	1E-11	1E-11	
649800.5	3869117.5	359.119995	1E-11	1E-11	1E-11	
650104.531	3869117.5	370.980011	1E-11	1E-11	1E-11	
650408.594	3869117.5	369.179993	1E-11	1E-11	1E-11	
650712.625	3869117.5	363.350006	1E-11	1E-11	1E-11	
651016.656	3869117.5	363.980011	1E-11	1E-11	1E-11	
651320.719	3869117.5	361.26001	1E-11	1E-11	1E-11	
651624.75	3869117.5	354.100006	1E-11	1E-11	1E-11	
651928.875	3869117.5	344.230011	1E-11	1E-11	1E-11	
646152.031	3868739	372.070007	1E-11	1E-11	1E-11	
646456.063	3868739	355.429993	1E-11	1E-11	1E-11	
646760.094	3868739	353.679993	1E-11	1E-11	1E-11	
647064.156	3868739	351.98999	1E-11	1E-11	1E-11	
647368.188	3868739	350.839996	1E-11	1E-11	1E-11	
647672.219	3868739	342.920013	1E-11	1E-11	1E-11	
647976.25	3868739	334.040009	1E-11	1E-11	1E-11	
648280.281	3868739	334.839996	1E-11	1E-11	1E-11	
648584.344	3868739	343.450012	1E-11	1E-11	1E-11	
648888.375	3868739	357.049988	1E-11	1E-11	1E-11	
649192.406	3868739	367.670013	1E-11	1E-11	1E-11	
649496.469	3868739	369.529999	1E-11	1E-11	1E-11	
649800.5	3868739	371.029999	1E-11	1E-11	1E-11	
650104.531	3868739	371.940002	1E-11	1E-11	1E-11	
650408.594	3868739	374.140015	1E-11	1E-11	1E-11	
650712.625	3868739	374.320007	1E-11	1E-11	1E-11	
651016.656	3868739	373.26001	1E-11	1E-11	1E-11	
651320.719	3868739	372	1E-11	1E-11	1E-11	
651624.75	3868739	365.829987	1E-11	1E-11	1E-11	
651928.875	3868739	356.339996	1E-11	1E-11	1E-11	
646152.031	3868360.5	362.799988	1E-11	1E-11	1E-11	
646456.063	3868360.5	360.049988	1E-11	1E-11	1E-11	
646760.094	3868360.5	358.399994	1E-11	1E-11	1E-11	
647064.156	3868360.5	358.23999	1E-11	1E-11	1E-11	
647368.188	3868360.5	353.48999	1E-11	1E-11	1E-11	
647672.219	3868360.5	337.670013	1E-11	1E-11	1E-11	
647976.25	3868360.5	331.309998	1E-11	1E-11	1E-11	
648280.281	3868360.5	334.220001	1E-11	1E-11	1E-11	
648584.344	3868360.5	346.299988	1E-11	1E-11	1E-11	
648888.375	3868360.5	364.23999	1E-11	1E-11	1E-11	
649192.406	3868360.5	366.660004	1E-11	1E-11	1E-11	
649496.469	3868360.5	381.420013	1E-11	1E-11	1E-11	
649800.5	3868360.5	382.089996	1E-11	1E-11	1E-11	
650104.531	3868360.5	380.609985	1E-11	1E-11	1E-11	
650408.594	3868360.5	384.23999	1E-11	1E-11	1E-11	
650712.625	3868360.5	388.179993	1E-11	1E-11	1E-11	
651016.656	3868360.5	385.450012	1E-11	1E-11	1E-11	
651320.719	3868360.5	378.369995	1E-11	1E-11	1E-11	
651624.75	3868360.5	373.119995	1E-11	1E-11	1E-11	
651928.875	3868360.5	365.700012	1E-11	1E-11	1E-11	
646152.031	3867981.88	367.98999	1E-11	1E-11	1E-11	
646456.063	3867981.88	367.209991	1E-11	1E-11	1E-11	
646760.094	3867981.88	365.309998	1E-11	1E-11	1E-11	
647064.156	3867981.88	365.23999	1E-11	1E-11	1E-11	
647368.188	3867981.88	341.019989	1E-11	1E-11	1E-11	
647672.219	3867981.88	327.019989	1E-11	1E-11	1E-11	
647976.25	3867981.88	323.98999	1E-11	1E-11	1E-11	
648280.281	3867981.88	331.570007	1E-11	1E-11	1E-11	
648584.344	3867981.88	346.869995	1E-11	1E-11	1E-11	
648888.375	3867981.88	369.880005	1E-11	1E-11	1E-11	
649192.406	3867981.88	388.670013	1E-11	1E-11	1E-11	
649496.469	3867981.88	394.410004	1E-11	1E-11	1E-11	
649800.5	3867981.88	396.730011	1E-11	1E-11	1E-11	
650104.531	3867981.88	398.25	1E-11	1E-11	1E-11	
650408.594	3867981.88	395.309998	1E-11	1E-11	1E-11	
650712.625	3867981.88	400.5	1E-11	1E-11	1E-11	
651016.656	3867981.88	401.540009	1E-11	1E-11	1E-11	
651320.719	3867981.88	393.040009	1E-11	1E-11	1E-11	
651624.75	3867981.88	380.940002	1E-11	1E-11	1E-11	
651928.875	3867981.88	361.549988	1E-11	1E-11	1E-11	
646152.031	3867603.25	372.670013	1E-11	1E-11	1E-11	
646456.063	3867603.25	373.350006	1E-11	1E-11	1E-11	
646760.094	3867603.25	371.940002	1E-11	1E-11	1E-11	
647064.156	3867603.25	346.589996	1E-11	1E-11	1E-11	
647368.188	3867603.25	322.980011	1E-11	1E-11	1E-11	
647672.219	3867603.25	312.429993	1E-11	1E-11	1E-11	
647976.25	3867603.25	313.799995	1E-11	1E-11	1E-11	
648280.281	3867603.25	325.98999	1E-11	1E-11	1E-11	
648584.344	3867603.25	346.75	1E-11	1E-11	1E-11	
648888.375	3867603.25	374.5	1E-11	1E-11	1E-11	
649192.406	3867603.25	394.130005	1E-11	1E-11	1E-11	
649496.469	3867603.25	406.529999	1E-11	1E-11	1E-11	
649800.5	3867603.25	411.679993	1E-11	1E-11	1E-11	
650104.531	3867603.25	414.790009	1E-11	1E-11	1E-11	
650408.594	3867603.25	407.329987	1E-11	1E-11	1E-11	
650712.625	3867603.25	416.390015	1E-11	1E-11	1E-11	
651016.656	3867603.25	415.980011	1E-11	1E-11	1E-11	
651320.719	3867603.25	408.910004	1E-11	1E-11	1E-11	
651624.75	3867603.25	386.570007	1E-11	1E-11	1E-11	
651928.875	3867603.25	364.019989	1E-11	1E-11	1E-11	
646152.031	3867287	377.350006	1E-11	1E-11	1E-11	
646456.063	3867287	378.029999	1E-11	1E-11	1E-11	
646760.094	3867287	378.059998	1E-11	1E-11	1E-11	
647064.156	3867287	373.059998	1E-11	1E-11	1E-11	
647368.188	3867287	361.399994	1E-11	1E-11	1E-11	
647672.219	3867287	358.829987	1E-11	1E-11	1E-11	
647976.25	3867287	362.679993	1E-11	1E-11	1E-11	
648280.281	3867287	371.950012	1E-11	1E-11	1E-11	
648584.344	3867287	386.660004	1E-11	1E-11	1E-11	
648888.375	3867287	402.600006	1E-11	1E-11	1E-11	
649192.406	3867287	406.76001	1E-11	1E-11	1E-11	
649496.469	3867287	415.019989	1E-11	1E-11	1E-11	
649800.5	3867287	419.850006	1E-11	1E-11	1E-11	
650104.531	3867287	423.209991	1E-11	1E-11	1E-11	
650408.594	3867287	419.700012	1E-11	1E-11	1E-11	
650712.625	3867287	423.359985	1E-11	1E-11	1E-11	
651016.656	3867287	418.190002	1E-11	1E-11	1E-11	
651320.719	3867287	411.769989	1E-11	1E-11	1E-11	
651624.75	3867287	393.420013	1E-11	1E-11	1E-11	
651928.875	3867287	383.299988	1E-11	1E-11	1E-11	
Layer 1
X	Y	Z	Kx	Ky	Kz	
646152.031	3881974.88	185.889999	0.0001	0.0001	1E-11	
646456.063	3881974.88	137.539993	0.0001	0.0001	1E-11	
646760.094	3881974.88	150.050003	0.0001	0.0001	1E-11	
647064.156	3881974.88	174.32	0.0001	0.0001	1E-11	
647368.188	3881974.88	208.365005	0.0001	0.0001	1E-11	
647672.219	3881974.88	209.439995	0.0001	0.0001	1E-11	
647976.25	3881974.88	212.889999	0.0005	0.0005	1E-12	
648280.281	3881974.88	140.294998	0.0001	0.0001	1E-11	
648584.344	3881974.88	134.797501	0.0001	0.0001	1E-11	
648888.375	3881974.88	120.526501	0.0001	0.0001	1E-11	
649192.406	3881974.88	108.429497	0.0001	0.0001	1E-11	
649496.469	3881974.88	102.470499	0.0001	0.0001	1E-11	
649800.5	3881974.88	97.7859993	0.0001	0.0001	1E-11	
650104.531	3881974.88	97.729497	0.0001	0.0001	1E-11	
650408.594	3881974.88	108.757164	0.0001	0.0001	1E-11	
650712.625	3881974.88	101.629501	0.0001	0.0001	1E-11	
651016.656	3881974.88	95.9945011	0.0001	0.0001	1E-11	
651320.719	3881974.88	86.3494968	0.0001	0.0001	1E-11	
651624.75	3881974.88	80.2615013	0.0001	0.0001	1E-11	
651928.875	3881974.88	69.7884979	0.0001	0.0001	1E-11	
646152.031	3881590.13	186.509995	0.0001	0.0001	1E-11	
646456.063	3881590.13	147.720001	0.0001	0.0001	1E-11	
646760.094	3881590.13	146.690002	0.0001	0.0001	1E-11	
647064.156	3881590.13	209.880005	0.0001	0.0001	1E-11	
647368.188	3881590.13	207.435005	0.0001	0.0001	1E-11	
647672.219	3881590.13	208.355003	0.0001	0.0001	1E-11	
647976.25	3881590.13	212.005005	0.0001	0.0001	1E-11	
648280.281	3881590.13	217.794998	0.0005	0.0005	1E-12	
648584.344	3881590.13	179.860001	0.0001	0.0001	1E-11	
648888.375	3881590.13	157.57	0.0001	0.0001	1E-11	
649192.406	3881590.13	138.579998	0.0001	0.0001	1E-11	
649496.469	3881590.13	128.599998	0.0001	0.0001	1E-11	
649800.5	3881590.13	125.358501	0.0001	0.0001	1E-11	
650104.531	3881590.13	124.213001	0.0001	0.0001	1E-11	
650408.594	3881590.13	124.726	0.0001	0.0001	1E-11	
650712.625	3881590.13	110.130503	0.0001	0.0001	1E-11	
651016.656	3881590.13	101.451949	0.0001	0.0001	1E-11	
651320.719	3881590.13	102.911504	0.0001	0.0001	1E-11	
651624.75	3881590.13	99.3380013	0.0001	0.0001	1E-11	
651928.875	3881590.13	88.6049995	0.0001	0.0001	1E-11	
646152.031	3881231.25	185.389999	0.0001	0.0001	1E-11	
646456.063	3881231.25	206.970001	0.0001	0.0001	1E-11	
646760.094	3881231.25	167.389999	0.0001	0.0001	1E-11	
647064.156	3881231.25	210.899994	0.0001	0.0001	1E-11	
647368.188	3881231.25	208.210007	0.0001	0.0001	1E-11	
647672.219	3881231.25	209.099998	0.0001	0.0001	1E-11	
647976.25	3881231.25	212.295006	0.0001	0.0001	1E-11	
648280.281	3881231.25	218.43	0.0001	0.0001	1E-11	
648584.344	3881231.25	227.25	0.0001	0.0001	1E-11	
648888.375	3881231.25	204.979996	0.0001	0.0001	1E-11	
649192.406	3881231.25	163.270004	0.0001	0.0001	1E-11	
649496.469	3881231.25	152.470001	0.0001	0.0001	1E-11	
649800.5	3881231.25	155.5	0.0001	0.0001	1E-11	
650104.531	3881231.25	157.889999	0.0001	0.0001	1E-11	
650408.594	3881231.25	173.460007	0.0001	0.0001	1E-11	
650712.625	3881231.25	189.184998	0.0001	0.0001	1E-11	
651016.656	3881231.25	172.82	0.0001	0.0001	1E-11	
651320.719	3881231.25	150.9035	0.0001	0.0001	1E-11	
651624.75	3881231.25	127.185	0.0001	0.0001	1E-11	
651928.875	3881231.25	111.037994	0.0001	0.0001	1E-11	
646152.031	3880852.63	218.910004	0.0001	0.0001	1E-11	
646456.063	3880852.63	221.580002	0.0001	0.0001	1E-11	
646760.094	3880852.63	222.789993	0.0001	0.0001	1E-11	
647064.156	3880852.63	207.529999	1E-5	1E-5	1E-11	
647368.188	3880852.63	211.619995	0.0001	0.0001	1E-11	
647672.219	3880852.63	211.949997	0.0001	0.0001	1E-11	
647976.25	3880852.63	214.464996	0.0001	0.0001	1E-11	
648280.281	3880852.63	218.610001	0.0001	0.0001	1E-11	
648584.344	3880852.63	223.730003	0.0001	0.0001	1E-11	
648888.375	3880852.63	226.605003	0.0001	0.0001	1E-11	
649192.406	3880852.63	211.210007	0.0001	0.0001	1E-11	
649496.469	3880852.63	175.660004	0.0001	0.0001	1E-11	
649800.5	3880852.63	165.139999	0.0001	0.0001	1E-11	
650104.531	3880852.63	160.320007	0.0001	0.0001	1E-11	
650408.594	3880852.63	163.850006	0.0001	0.0001	1E-11	
650712.625	3880852.63	174.229996	0.0001	0.0001	1E-11	
651016.656	3880852.63	174.599998	0.0001	0.0001	1E-11	
